experiment_name,dataset_id,split_id,scenario_id,severity,graph_seed,model_id,protocol,n_runs,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std,f1_macro_mean,f1_macro_std
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.15,0,mlp,train_clean_eval_all,3,0.7473770715315804,0.025914361517612592,0.36760715956450934,0.04668180017442359,0.6384668552663997,0.02141039092604881
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.15,0,pmp,train_clean_eval_all,3,0.8118831075120635,0.0004952349594054639,0.5183393670316859,0.01089174666999577,0.6985770839053775,0.0008647710157964864
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.15,0,sage,train_clean_eval_all,3,0.7586062123461834,0.0067804251674087315,0.3950931898752576,0.014170901356372372,0.6540848218480675,0.00488570331170622
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.15,0,secgfd,train_clean_eval_all,3,0.7764268473300344,0.002982778729608418,0.4353293084071025,0.0017319567987634072,0.6712794318296341,0.0031845047642377676
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.15,1,mlp,train_clean_eval_all,3,0.7359124395366599,0.02310372258055105,0.3548203800568433,0.04504277980239119,0.631147162435611,0.01892096729759054
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.15,1,pmp,train_clean_eval_all,3,0.8010743803253981,0.0007100717433278955,0.5070308890138708,0.008806938394070922,0.6922648270563381,0.0013604085880882996
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.15,1,sage,train_clean_eval_all,3,0.7458644518816238,0.006485968340892997,0.38032069702330024,0.013056636246195883,0.6456242266072169,0.00538946553285592
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.15,1,secgfd,train_clean_eval_all,3,0.7626423697602249,0.0029859925509174985,0.42060347503156525,0.001609835709460153,0.6641056093983868,0.0019078947831609105
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.3,0,mlp,train_clean_eval_all,3,0.7039880944894834,0.02071278443681986,0.32259015671490854,0.04033765218874312,0.6142070755565364,0.019433412915372775
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.3,0,pmp,train_clean_eval_all,3,0.768227939964013,0.00042291247961466,0.45301226669533406,0.01051362035637257,0.6673533979954037,0.0050719370698806675
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.3,0,sage,train_clean_eval_all,3,0.7134846349180458,0.005920541673077314,0.3438440017580781,0.011208737336140813,0.6294348578240789,0.003867001578947534
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.3,0,secgfd,train_clean_eval_all,3,0.7289129258031798,0.003688487059585567,0.3761133922738556,0.0016979813003374356,0.6443646115334583,0.0013741009920472727
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.3,1,mlp,train_clean_eval_all,3,0.6932686029735335,0.01962972692384996,0.3113539630465982,0.03707921615837425,0.6108588038590829,0.016013854102789375
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.3,1,pmp,train_clean_eval_all,3,0.7580449819873999,0.0008696224574514257,0.44120138295385486,0.01102500021158572,0.6631043993232721,0.003607845189203344
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.3,1,sage,train_clean_eval_all,3,0.7027687838109422,0.006602176438130995,0.3306426461024476,0.012660361318436342,0.6215176706571949,0.004723862455556554
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_feature_oracle,0.3,1,secgfd,train_clean_eval_all,3,0.7185617467966308,0.002349715514075975,0.3667688510898687,0.0015927171548156705,0.6381715549071421,0.0013199372373239738
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.15,0,mlp,train_clean_eval_all,3,0.7812706633893618,0.028782937533635766,0.39937979216947617,0.05468471766479163,0.6531843309265226,0.023559940421078222
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.15,0,pmp,train_clean_eval_all,3,0.8495485361062498,0.002324126963566305,0.5638992757040717,0.012533095594074322,0.7169025142323028,0.006075581041939672
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.15,0,sage,train_clean_eval_all,3,0.7920092501796305,0.007764792150358456,0.42979392466684313,0.015974178300689448,0.6708474707363032,0.005838419786779025
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.15,0,secgfd,train_clean_eval_all,3,0.8138091299262473,0.0032674683225891346,0.47375697080262785,0.002956932127672708,0.6892056634782295,0.003529005601331484
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.15,1,mlp,train_clean_eval_all,3,0.7812706633893618,0.028782937533635766,0.39937979216947617,0.05468471766479163,0.6531843309265226,0.023559940421078222
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.15,1,pmp,train_clean_eval_all,3,0.8487386940096385,0.0036739487947788376,0.566524480191441,0.01925960078166012,0.7190015243340222,0.0033195738809611887
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.15,1,sage,train_clean_eval_all,3,0.7920287503849226,0.007755762686592782,0.4297698512209169,0.015936961574133726,0.6707781359713055,0.005861370116903924
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.15,1,secgfd,train_clean_eval_all,3,0.8138235764341988,0.003271709287083279,0.4738351636919186,0.0030046331399454355,0.6891518268450814,0.003467186158718227
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.3,0,mlp,train_clean_eval_all,3,0.7812706633893618,0.028782937533635766,0.39937979216947617,0.05468471766479163,0.6531843309265226,0.023559940421078222
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.3,0,pmp,train_clean_eval_all,3,0.8501489097924314,0.003725423199660566,0.5679996851445452,0.014715314396508427,0.7181959113219946,0.0017033198706765992
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.3,0,sage,train_clean_eval_all,3,0.7918878661655813,0.007755144450027814,0.42965715187386994,0.015953804007589906,0.6705539394523748,0.005571432245598273
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.3,0,secgfd,train_clean_eval_all,3,0.8139438607827624,0.0032269187593702954,0.4740621200329547,0.0029030170951429178,0.6894576532064306,0.003228726446965778
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.3,1,mlp,train_clean_eval_all,3,0.7812706633893618,0.028782937533635766,0.39937979216947617,0.05468471766479163,0.6531843309265226,0.023559940421078222
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.3,1,pmp,train_clean_eval_all,3,0.8496706664636613,0.004463859572906467,0.5688727795250154,0.018572621695842506,0.7200110706636302,0.005814191941141735
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.3,1,sage,train_clean_eval_all,3,0.7918960283036269,0.007782064246870369,0.4296727992729389,0.015964267716015598,0.6707315181522887,0.006029812906756856
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,camouflage_relation_oracle,0.3,1,secgfd,train_clean_eval_all,3,0.8139798559703404,0.003207580218366187,0.4740422518617659,0.0028826714429104,0.6892953562784333,0.0033205325738015342
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,clean,0,717,mlp,train_clean_eval_all,3,0.7812706633893618,0.028782937533635766,0.39937979216947617,0.05468471766479163,0.6531843309265226,0.023559940421078222
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,clean,0,717,pmp,train_clean_eval_all,3,0.8491937768747129,0.0038429465319576995,0.5677252637869848,0.013443553198234745,0.719663923941368,0.002034369365771763
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,clean,0,717,sage,train_clean_eval_all,3,0.7921178272591782,0.007750399336005183,0.4299337735979075,0.015922581453379436,0.6708474707363032,0.005838419786779025
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,clean,0,717,secgfd,train_clean_eval_all,3,0.8137073493351891,0.003313554666123237,0.47357763672427805,0.0030266330611615523,0.6890827928071466,0.0033915183002178237
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,heterophily_rewire_nonoracle,0.15,0,mlp,train_clean_eval_all,3,0.7812706633893618,0.028782937533635766,0.39937979216947617,0.05468471766479163,0.6531843309265226,0.023559940421078222
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,heterophily_rewire_nonoracle,0.15,0,pmp,train_clean_eval_all,3,0.8326460503445756,0.004221384066305069,0.5195979711307948,0.01108690701076143,0.701715162258663,0.0018872908235159347
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,heterophily_rewire_nonoracle,0.15,0,sage,train_clean_eval_all,3,0.7884056146236041,0.00665325688779346,0.4213487568117367,0.01452562306277793,0.664613101161678,0.0034276133398055456
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,heterophily_rewire_nonoracle,0.15,0,secgfd,train_clean_eval_all,3,0.8100545067261099,0.003406015409228674,0.46470273059403566,0.0065670807438757165,0.6875596719197206,0.003124628351699186
gfd_kaggle_notebook_v3_final_r5,yelpchi,s0,heterophily_rewire_nonoracle,0.15,1,mlp,train_clean_eval_all,3,0.7812706633893618,0.028782937533635766,0.39937979216947617,0.05468471766479163,0.6531843309265226,0.023559940421078222
