experiment_name,dataset_id,split_id,graph_seed,training_seed,scenario_id,severity,model_id,roc_auc,average_precision,f1_macro,threshold,duration_sec,n_nodes,n_edges,mean_in_degree,median_in_degree,mean_out_degree,median_out_degree,heterophily_ratio,pos_rate,base_graph_path,graph_path,status,error
gfd_robustness_benchmark_v1,yelpchi,s0,1,0,heterophily_rewire_oracle,0.1,mlp,0.7454900098288657,0.32993069369014705,0.6212913484984293,0.5031920671463013,3.973849500005599,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.30422332882881165,0.14529746770858765,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\base\yelpchi\s0\graph.bin,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\variants\yelpchi\s0\heterophily_rewire_oracle\0.10\seed_1\graph.bin,ok,
gfd_robustness_benchmark_v1,yelpchi,s0,1,0,heterophily_rewire_oracle,0.1,sage,0.825236222438016,0.48038397350514167,0.6902006119355029,0.6416281461715698,46.56725959999312,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.30422332882881165,0.14529746770858765,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\base\yelpchi\s0\graph.bin,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\variants\yelpchi\s0\heterophily_rewire_oracle\0.10\seed_1\graph.bin,ok,
gfd_robustness_benchmark_v1,yelpchi,s0,1,1,heterophily_rewire_oracle,0.1,mlp,0.796473987329567,0.4273605426031708,0.6645019227299513,0.6847622990608215,23.766199900011998,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.30422332882881165,0.14529746770858765,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\base\yelpchi\s0\graph.bin,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\variants\yelpchi\s0\heterophily_rewire_oracle\0.10\seed_1\graph.bin,ok,
gfd_robustness_benchmark_v1,yelpchi,s0,1,1,heterophily_rewire_oracle,0.1,sage,0.6550624565532885,0.22589113578887698,0.5683318816404237,0.27714666724205017,11.908433499993407,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.30422332882881165,0.14529746770858765,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\base\yelpchi\s0\graph.bin,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\variants\yelpchi\s0\heterophily_rewire_oracle\0.10\seed_1\graph.bin,ok,
gfd_robustness_benchmark_v1,yelpchi,s0,1,2,heterophily_rewire_oracle,0.1,mlp,0.7984809562392526,0.4304289439152013,0.6684407487635773,0.6828234791755676,24.948200899991207,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.30422332882881165,0.14529746770858765,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\base\yelpchi\s0\graph.bin,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\variants\yelpchi\s0\heterophily_rewire_oracle\0.10\seed_1\graph.bin,ok,
gfd_robustness_benchmark_v1,yelpchi,s0,1,2,heterophily_rewire_oracle,0.1,sage,0.8304894395907777,0.4693412384744156,0.691192441312277,0.6582270860671997,49.42455350000819,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.30422332882881165,0.14529746770858765,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\base\yelpchi\s0\graph.bin,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\variants\yelpchi\s0\heterophily_rewire_oracle\0.10\seed_1\graph.bin,ok,
gfd_robustness_benchmark_v1,yelpchi,s0,1,3,heterophily_rewire_oracle,0.1,mlp,0.7969184109822616,0.42466350389875007,0.6616948630240598,0.6279451847076416,23.255509800001164,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.30422332882881165,0.14529746770858765,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\base\yelpchi\s0\graph.bin,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\variants\yelpchi\s0\heterophily_rewire_oracle\0.10\seed_1\graph.bin,ok,
gfd_robustness_benchmark_v1,yelpchi,s0,1,3,heterophily_rewire_oracle,0.1,sage,0.8371635833475615,0.4983367208559157,0.6999743201027195,0.6620696783065796,46.95851660000335,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.30422332882881165,0.14529746770858765,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\base\yelpchi\s0\graph.bin,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\variants\yelpchi\s0\heterophily_rewire_oracle\0.10\seed_1\graph.bin,ok,
gfd_robustness_benchmark_v1,yelpchi,s0,1,4,heterophily_rewire_oracle,0.1,mlp,0.796241807055441,0.43187999810896954,0.6688578423842971,0.6845642328262329,21.073833899994497,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.30422332882881165,0.14529746770858765,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\base\yelpchi\s0\graph.bin,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\variants\yelpchi\s0\heterophily_rewire_oracle\0.10\seed_1\graph.bin,ok,
gfd_robustness_benchmark_v1,yelpchi,s0,1,4,heterophily_rewire_oracle,0.1,sage,0.8292673460042745,0.475125016971496,0.6899241922425848,0.6580745577812195,48.28810689999955,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.30422332882881165,0.14529746770858765,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\base\yelpchi\s0\graph.bin,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\variants\yelpchi\s0\heterophily_rewire_oracle\0.10\seed_1\graph.bin,ok,
gfd_robustness_benchmark_v1,yelpchi,s0,2,0,heterophily_rewire_oracle,0.1,mlp,0.7454900098288657,0.32993069369014705,0.6212913484984293,0.5031920671463013,4.31757290000678,45954,8051348,175.2045135498047,173.0,175.2045135498047,175.0,0.3042178750038147,0.14529746770858765,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\base\yelpchi\s0\graph.bin,D:\Revolucion\1. Fakulltet\4.1 Semestri\6. Theoretical Graphs\GitHub\fraud-detection-robustness-benchmark\runs\gfd_robustness_benchmark_v1\graphs\variants\yelpchi\s0\heterophily_rewire_oracle\0.10\seed_2\graph.bin,ok,
