dataset_id,split_id,scenario_id,model_id,protocol,metric,oracle_labels,claim_scope,operational_ranking_eligible,robustness_auc_mean,robustness_auc_std,robustness_auc_ci_lower,robustness_auc_ci_upper,robustness_avg_metric_mean,robustness_avg_metric_std,robustness_avg_metric_ci_lower,robustness_avg_metric_ci_upper,min_n_runs_per_severity,n_paired_seed_cells,n_training_seeds,n_graph_seeds,ci_method
yelpchi,r40_s0,noise_edges_uniform,secgfd,train_clean_eval_all,roc_auc,False,non_oracle_controlled_stress,True,0.16030437095116667,0.0024472974185755086,0.15831900034500118,0.16230668345240526,0.8015218547558334,0.012236487092877519,0.791595001725006,0.8115334172620263,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,noise_edges_uniform,mlp,train_clean_eval_all,average_precision,False,non_oracle_controlled_stress,True,0.08224869625607094,0.00792842901651077,0.07467301252145855,0.0864183609212676,0.41124348128035476,0.03964214508255384,0.37336506260729274,0.43209180460633795,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,noise_edges_uniform,sage,train_clean_eval_all,average_precision,False,non_oracle_controlled_stress,True,0.08485919857370408,0.0020344812359065767,0.08317499320484222,0.08634292878442511,0.42429599286852043,0.010172406179532887,0.41587496602421103,0.43171464392212544,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,noise_edges_uniform,pmp,train_clean_eval_all,average_precision,False,non_oracle_controlled_stress,True,0.10590613037515233,0.002818469535737583,0.10363499925312258,0.10815788999227863,0.5295306518757616,0.014092347678687927,0.5181749962656128,0.540789449961393,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,noise_edges_uniform,secgfd,train_clean_eval_all,average_precision,False,non_oracle_controlled_stress,True,0.08893271980327307,0.005767136984211377,0.08434956067128206,0.09351605609456297,0.4446635990163653,0.028835684921056894,0.4217478033564103,0.46758028047281475,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,noise_edges_uniform,mlp,train_clean_eval_all,f1_macro,False,non_oracle_controlled_stress,True,0.13165286279546345,0.003414435449716534,0.12838830660892062,0.13344228275904793,0.6582643139773169,0.017072177248582662,0.641941533044603,0.6672114137952395,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,noise_edges_uniform,sage,train_clean_eval_all,f1_macro,False,non_oracle_controlled_stress,True,0.1334333225506308,0.0005403612170980715,0.13300249583740942,0.13385158550378395,0.6671666127531541,0.0027018060854903693,0.6650124791870469,0.6692579275189198,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,noise_edges_uniform,pmp,train_clean_eval_all,f1_macro,False,non_oracle_controlled_stress,True,0.14138433726026262,0.00040958415841582267,0.14106944503930388,0.14173797579933595,0.7069216863013131,0.0020479207920791006,0.7053472251965195,0.70868987899668,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,noise_edges_uniform,secgfd,train_clean_eval_all,f1_macro,False,non_oracle_controlled_stress,True,0.13548310304518374,0.002557765419354975,0.1334294034428987,0.13760524037209548,0.6774155152259186,0.012788827096774874,0.6671470172144933,0.6880262018604772,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_oracle,mlp,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.23624973274555777,0.006241731187715977,0.23032053859439977,0.23931639314929204,0.7874991091518593,0.020805770625719925,0.7677351286479994,0.7977213104976403,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
