split_regime_id,train_size,val_size,test_size,dataset_id,scenario_id,model_id,protocol,metric,max_severity,oracle_labels,claim_scope,operational_ranking_eligible,clean_mean,clean_std,clean_ci_lower,clean_ci_upper,max_severity_mean,max_severity_std,max_severity_ci_lower,max_severity_ci_upper,drop_mean,drop_std,drop_ci_lower,drop_ci_upper,n_splits,min_paired_training_seeds_per_split,min_graph_seeds_per_split,ci_method
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_oracle,sage,train_clean_eval_all,f1_macro,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.6490481483492816,0.01872261321720637,0.6375118690202062,0.6706504896075932,0.6341779263854139,0.012566379913273876,0.6242304830481263,0.6483004284325192,0.014870221963867761,0.006825551749327596,0.008979218744449447,0.02235006117507411,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_oracle,sage,train_clean_eval_all,roc_auc,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.7649293071507189,0.023876909626646715,0.7495764898410918,0.7924381403626047,0.7480606938649433,0.01715294032845505,0.7367440367482955,0.7677964268605101,0.016868613285775696,0.007389261816035261,0.009934871855067872,0.024641713502094587,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_oracle,sage,train_on_variant,average_precision,0.3,True,oracle_privileged_training_diagnostic,False,0.3992330266056244,0.027199513546312667,0.38337358882194267,0.43063980263938983,0.6206903743091196,0.03322148323351583,0.5869293006012797,0.653344603654182,-0.22145734770349512,0.01762315279628247,-0.2384236298499541,-0.20324361224573914,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_oracle,sage,train_on_variant,f1_macro,0.3,True,oracle_privileged_training_diagnostic,False,0.6497380235622016,0.018267488849658873,0.6382223651484653,0.6708008636264987,0.7535178698120424,0.015293919565506004,0.7381685959652206,0.7687558274319212,-0.10377984624984082,0.008423551627129627,-0.11343834412734488,-0.09795496380542244,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_oracle,sage,train_on_variant,roc_auc,0.3,True,oracle_privileged_training_diagnostic,False,0.7651267213218675,0.023869605594869475,0.7494028649676207,0.7925929430916682,0.8838915378255708,0.014912205675373214,0.8700813594456962,0.8997035405068173,-0.11876481650370334,0.012813876007663675,-0.13248684855657825,-0.10711059741514928,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_oracle,secgfd,train_clean_eval_all,average_precision,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.45212708842776705,0.0016750860267174402,0.45104574600768627,0.4540566214469175,0.13653620855754528,0.0049183738443103605,0.13138781348322387,0.14118668218218172,0.3155908798702218,0.003767582160876231,0.31286993926473583,0.3198910843454736,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_oracle,secgfd,train_clean_eval_all,f1_macro,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.6754057891957593,0.0025681276060250816,0.6736884583885713,0.6783581022714417,0.4798815475533475,0.008133083825147656,0.4716382951100287,0.4878997933835481,0.19552424164241192,0.008698721280928436,0.18578866500502303,0.20253251181723667,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_oracle,secgfd,train_clean_eval_all,roc_auc,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.8011457561582537,0.0016285610614605228,0.7998226116504265,0.8029645568206764,0.4736180412532877,0.013606286375739234,0.4614253191523014,0.4882954380667128,0.32752771490496607,0.011988482115174648,0.3146691187539636,0.33839729249812506,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_oracle,secgfd,train_on_variant,average_precision,0.3,True,oracle_privileged_training_diagnostic,False,0.4497688826157887,0.00459049103713546,0.4456039405696373,0.45469081684098045,0.9999998048635383,1.507030445409572e-07,0.9999996793576663,0.9999999720081153,-0.5502309222477498,0.004590578838034742,-0.5543960314384782,-0.5453089463838531,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_oracle,secgfd,train_on_variant,f1_macro,0.3,True,oracle_privileged_training_diagnostic,False,0.6745586040730145,0.002368589455694476,0.6725465837860035,0.6771689978312204,0.9997735294114577,0.00016461445364591924,0.999583449013573,0.9998685798146972,-0.32521492533844326,0.0025261782456899116,-0.32732197562009924,-0.3224144511823526,3,5,2,split_bootstrap_over_split_means
