split_regime_id,train_size,val_size,test_size,dataset_id,scenario_id,severity,protocol,audit_metric,audit_metric_label,audit_metric_unit,oracle_labels,claim_scope,operational_ranking_eligible,graph_view_mode,mean,std,ci_lower,ci_upper,n_splits,min_graph_seeds_per_split,ci_method,source
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.15,train_on_variant,mean_cosine_to_sampled_normal_before,Cosine to sampled normal before,,True,oracle_privileged_training_diagnostic,False,canonical,0.8404909074306488,0.0,0.8404909074306488,0.8404909074306488,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.15,train_on_variant,mean_cosine_to_sampled_normal_shift,Cosine to sampled normal shift,,True,oracle_privileged_training_diagnostic,False,canonical,0.1595090925693512,0.0,0.1595090925693512,0.1595090925693512,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.15,train_on_variant,realized_change,Realized change,nodes_changed,True,oracle_privileged_training_diagnostic,False,canonical,1001.0,0.0,1001.0,1001.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.15,train_on_variant,requested_change,Requested change,nodes_selected,True,oracle_privileged_training_diagnostic,False,canonical,1001.0,0.0,1001.0,1001.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_clean_eval_all,heterophily_ratio_after,Heterophily ratio after,,True,oracle_shift_sensitivity_diagnostic,False,canonical,0.2268800139427185,0.0,0.2268800139427185,0.2268800139427185,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_clean_eval_all,heterophily_ratio_before,Heterophily ratio before,,True,oracle_shift_sensitivity_diagnostic,False,canonical,0.2268800139427185,0.0,0.2268800139427185,0.2268800139427185,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_clean_eval_all,heterophily_ratio_shift,Heterophily ratio shift,,True,oracle_shift_sensitivity_diagnostic,False,canonical,0.0,0.0,0.0,0.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_clean_eval_all,mean_cosine_to_sampled_normal_after,Cosine to sampled normal after,,True,oracle_shift_sensitivity_diagnostic,False,canonical,1.0,0.0,1.0,1.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_clean_eval_all,mean_cosine_to_sampled_normal_before,Cosine to sampled normal before,,True,oracle_shift_sensitivity_diagnostic,False,canonical,0.8397932052612305,0.0,0.8397932052612305,0.8397932052612305,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_clean_eval_all,mean_cosine_to_sampled_normal_shift,Cosine to sampled normal shift,,True,oracle_shift_sensitivity_diagnostic,False,canonical,0.16020679473876953,0.0,0.16020679473876953,0.16020679473876953,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_clean_eval_all,realized_change,Realized change,nodes_changed,True,oracle_shift_sensitivity_diagnostic,False,canonical,2003.0,0.0,2003.0,2003.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_clean_eval_all,requested_change,Requested change,nodes_selected,True,oracle_shift_sensitivity_diagnostic,False,canonical,2003.0,0.0,2003.0,2003.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_on_variant,heterophily_ratio_after,Heterophily ratio after,,True,oracle_privileged_training_diagnostic,False,canonical,0.2268800139427185,0.0,0.2268800139427185,0.2268800139427185,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_on_variant,heterophily_ratio_before,Heterophily ratio before,,True,oracle_privileged_training_diagnostic,False,canonical,0.2268800139427185,0.0,0.2268800139427185,0.2268800139427185,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_on_variant,heterophily_ratio_shift,Heterophily ratio shift,,True,oracle_privileged_training_diagnostic,False,canonical,0.0,0.0,0.0,0.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_on_variant,mean_cosine_to_sampled_normal_after,Cosine to sampled normal after,,True,oracle_privileged_training_diagnostic,False,canonical,1.0,0.0,1.0,1.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_on_variant,mean_cosine_to_sampled_normal_before,Cosine to sampled normal before,,True,oracle_privileged_training_diagnostic,False,canonical,0.8397932052612305,0.0,0.8397932052612305,0.8397932052612305,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_on_variant,mean_cosine_to_sampled_normal_shift,Cosine to sampled normal shift,,True,oracle_privileged_training_diagnostic,False,canonical,0.16020679473876953,0.0,0.16020679473876953,0.16020679473876953,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_on_variant,realized_change,Realized change,nodes_changed,True,oracle_privileged_training_diagnostic,False,canonical,2003.0,0.0,2003.0,2003.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,train_on_variant,requested_change,Requested change,nodes_selected,True,oracle_privileged_training_diagnostic,False,canonical,2003.0,0.0,2003.0,2003.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_clean_eval_all,fraud_to_normal_neighbor_ratio_after,Fraud-to-normal neighbor ratio after,,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,0.9341981326507499,1.3597399555105182e-16,0.9341981326507499,0.9341981326507499,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_clean_eval_all,fraud_to_normal_neighbor_ratio_before,Fraud-to-normal neighbor ratio before,,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,0.8104000917417394,1.3597399555105182e-16,0.8104000917417394,0.8104000917417394,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_clean_eval_all,fraud_to_normal_neighbor_ratio_shift,Fraud-to-normal neighbor ratio shift,,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,0.12379804090901059,0.0,0.12379804090901059,0.12379804090901059,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_clean_eval_all,heterophily_ratio_after,Heterophily ratio after,,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,0.23117539286613456,3.3993498887762956e-17,0.23117539286613456,0.23117539286613456,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_clean_eval_all,heterophily_ratio_before,Heterophily ratio before,,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,0.2268800139427185,0.0,0.2268800139427185,0.2268800139427185,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_clean_eval_all,heterophily_ratio_shift,Heterophily ratio shift,,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,0.004295378923416096,0.0,0.004295378923416096,0.004295378923416096,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_clean_eval_all,realized_change,Realized change,nodes_changed,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,1001.0,0.0,1001.0,1001.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_clean_eval_all,requested_change,Requested change,nodes_selected,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,1001.0,0.0,1001.0,1001.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_on_variant,fraud_to_normal_neighbor_ratio_after,Fraud-to-normal neighbor ratio after,,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,0.9341981326507499,1.3597399555105182e-16,0.9341981326507499,0.9341981326507499,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_on_variant,fraud_to_normal_neighbor_ratio_before,Fraud-to-normal neighbor ratio before,,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,0.8104000917417394,1.3597399555105182e-16,0.8104000917417394,0.8104000917417394,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_on_variant,fraud_to_normal_neighbor_ratio_shift,Fraud-to-normal neighbor ratio shift,,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,0.12379804090901059,0.0,0.12379804090901059,0.12379804090901059,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_on_variant,heterophily_ratio_after,Heterophily ratio after,,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,0.23117539286613456,3.3993498887762956e-17,0.23117539286613456,0.23117539286613456,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_on_variant,heterophily_ratio_before,Heterophily ratio before,,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,0.2268800139427185,0.0,0.2268800139427185,0.2268800139427185,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_on_variant,heterophily_ratio_shift,Heterophily ratio shift,,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,0.004295378923416096,0.0,0.004295378923416096,0.004295378923416096,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_on_variant,realized_change,Realized change,nodes_changed,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,1001.0,0.0,1001.0,1001.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,train_on_variant,requested_change,Requested change,nodes_selected,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,1001.0,0.0,1001.0,1001.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_clean_eval_all,fraud_to_normal_neighbor_ratio_after,Fraud-to-normal neighbor ratio after,,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,0.9409578566627227,1.3597399555105182e-16,0.9409578566627227,0.9409578566627227,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_clean_eval_all,fraud_to_normal_neighbor_ratio_before,Fraud-to-normal neighbor ratio before,,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,0.8174467621415683,1.3597399555105182e-16,0.8174467621415683,0.8174467621415683,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_clean_eval_all,fraud_to_normal_neighbor_ratio_shift,Fraud-to-normal neighbor ratio shift,,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,0.12351109452115466,0.0,0.12351109452115466,0.12351109452115466,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_clean_eval_all,heterophily_ratio_after,Heterophily ratio after,,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,0.235356718301773,3.3993498887762956e-17,0.235356718301773,0.235356718301773,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_clean_eval_all,heterophily_ratio_before,Heterophily ratio before,,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,0.2268800139427185,0.0,0.2268800139427185,0.2268800139427185,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_clean_eval_all,heterophily_ratio_shift,Heterophily ratio shift,,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,0.008476704359054496,0.0,0.008476704359054496,0.008476704359054496,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_clean_eval_all,realized_change,Realized change,nodes_changed,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,2003.0,0.0,2003.0,2003.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_clean_eval_all,requested_change,Requested change,nodes_selected,True,oracle_shift_sensitivity_diagnostic,False,heterograph_aware_generation,2003.0,0.0,2003.0,2003.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_on_variant,fraud_to_normal_neighbor_ratio_after,Fraud-to-normal neighbor ratio after,,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,0.9409578566627227,1.3597399555105182e-16,0.9409578566627227,0.9409578566627227,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_on_variant,fraud_to_normal_neighbor_ratio_before,Fraud-to-normal neighbor ratio before,,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,0.8174467621415683,1.3597399555105182e-16,0.8174467621415683,0.8174467621415683,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_on_variant,fraud_to_normal_neighbor_ratio_shift,Fraud-to-normal neighbor ratio shift,,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,0.12351109452115466,0.0,0.12351109452115466,0.12351109452115466,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_on_variant,heterophily_ratio_after,Heterophily ratio after,,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,0.235356718301773,3.3993498887762956e-17,0.235356718301773,0.235356718301773,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_on_variant,heterophily_ratio_before,Heterophily ratio before,,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,0.2268800139427185,0.0,0.2268800139427185,0.2268800139427185,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_on_variant,heterophily_ratio_shift,Heterophily ratio shift,,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,0.008476704359054496,0.0,0.008476704359054496,0.008476704359054496,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_on_variant,realized_change,Realized change,nodes_changed,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,2003.0,0.0,2003.0,2003.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.3,train_on_variant,requested_change,Requested change,nodes_selected,True,oracle_privileged_training_diagnostic,False,heterograph_aware_generation,2003.0,0.0,2003.0,2003.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,clean,0.0,train_clean_eval_all,heterophily_ratio_after,Heterophily ratio after,,False,non_oracle_controlled_stress,True,canonical,0.2268800139427185,0.0,0.2268800139427185,0.2268800139427185,3,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,clean,0.0,train_clean_eval_all,heterophily_ratio_before,Heterophily ratio before,,False,non_oracle_controlled_stress,True,canonical,0.2268800139427185,0.0,0.2268800139427185,0.2268800139427185,3,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,clean,0.0,train_clean_eval_all,heterophily_ratio_shift,Heterophily ratio shift,,False,non_oracle_controlled_stress,True,canonical,0.0,0.0,0.0,0.0,3,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,clean,0.0,train_clean_eval_all,realized_change,Realized change,none,False,non_oracle_controlled_stress,True,canonical,0.0,0.0,0.0,0.0,3,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,clean,0.0,train_clean_eval_all,requested_change,Requested change,none,False,non_oracle_controlled_stress,True,canonical,0.0,0.0,0.0,0.0,3,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,clean,0.0,train_on_variant,heterophily_ratio_after,Heterophily ratio after,,False,non_oracle_controlled_stress,True,canonical,0.2268800139427185,0.0,0.2268800139427185,0.2268800139427185,3,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,clean,0.0,train_on_variant,heterophily_ratio_before,Heterophily ratio before,,False,non_oracle_controlled_stress,True,canonical,0.2268800139427185,0.0,0.2268800139427185,0.2268800139427185,3,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,clean,0.0,train_on_variant,heterophily_ratio_shift,Heterophily ratio shift,,False,non_oracle_controlled_stress,True,canonical,0.0,0.0,0.0,0.0,3,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,clean,0.0,train_on_variant,realized_change,Realized change,none,False,non_oracle_controlled_stress,True,canonical,0.0,0.0,0.0,0.0,3,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,clean,0.0,train_on_variant,requested_change,Requested change,none,False,non_oracle_controlled_stress,True,canonical,0.0,0.0,0.0,0.0,3,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.15,train_clean_eval_all,heterophily_ratio_after,Heterophily ratio after,,False,non_oracle_controlled_stress,True,heterograph_aware_generation,0.2294543100111931,0.0,0.2294543100111931,0.2294543100111931,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.15,train_clean_eval_all,heterophily_ratio_before,Heterophily ratio before,,False,non_oracle_controlled_stress,True,heterograph_aware_generation,0.2268800205878568,0.0,0.2268800205878568,0.2268800205878568,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.15,train_clean_eval_all,heterophily_ratio_shift,Heterophily ratio shift,,False,non_oracle_controlled_stress,True,heterograph_aware_generation,0.00257428942333629,0.0,0.00257428942333629,0.00257428942333629,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.15,train_clean_eval_all,n_rewired_edges_actual,Rewired edges,edges,False,non_oracle_controlled_stress,True,heterograph_aware_generation,1207702.0,0.0,1207702.0,1207702.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.15,train_clean_eval_all,realized_change,Realized change,edges_changed,False,non_oracle_controlled_stress,True,heterograph_aware_generation,1207702.0,0.0,1207702.0,1207702.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.15,train_clean_eval_all,requested_change,Requested change,edges_selected,False,non_oracle_controlled_stress,True,heterograph_aware_generation,1207702.0,0.0,1207702.0,1207702.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.15,train_on_variant,heterophily_ratio_after,Heterophily ratio after,,False,non_oracle_controlled_stress,True,heterograph_aware_generation,0.2294543100111931,0.0,0.2294543100111931,0.2294543100111931,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.15,train_on_variant,heterophily_ratio_before,Heterophily ratio before,,False,non_oracle_controlled_stress,True,heterograph_aware_generation,0.2268800205878568,0.0,0.2268800205878568,0.2268800205878568,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.15,train_on_variant,heterophily_ratio_shift,Heterophily ratio shift,,False,non_oracle_controlled_stress,True,heterograph_aware_generation,0.00257428942333629,0.0,0.00257428942333629,0.00257428942333629,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.15,train_on_variant,n_rewired_edges_actual,Rewired edges,edges,False,non_oracle_controlled_stress,True,heterograph_aware_generation,1207702.0,0.0,1207702.0,1207702.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.15,train_on_variant,realized_change,Realized change,edges_changed,False,non_oracle_controlled_stress,True,heterograph_aware_generation,1207702.0,0.0,1207702.0,1207702.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.15,train_on_variant,requested_change,Requested change,edges_selected,False,non_oracle_controlled_stress,True,heterograph_aware_generation,1207702.0,0.0,1207702.0,1207702.0,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.3,train_clean_eval_all,heterophily_ratio_after,Heterophily ratio after,,False,non_oracle_controlled_stress,True,heterograph_aware_generation,0.232103617928327,0.0,0.232103617928327,0.232103617928327,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.3,train_clean_eval_all,heterophily_ratio_before,Heterophily ratio before,,False,non_oracle_controlled_stress,True,heterograph_aware_generation,0.2268800205878568,0.0,0.2268800205878568,0.2268800205878568,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.3,train_clean_eval_all,heterophily_ratio_shift,Heterophily ratio shift,,False,non_oracle_controlled_stress,True,heterograph_aware_generation,0.00522359734047019,0.0,0.00522359734047019,0.00522359734047019,3,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,heterophily_rewire_nonoracle,0.3,train_clean_eval_all,n_rewired_edges_actual,Rewired edges,edges,False,non_oracle_controlled_stress,True,heterograph_aware_generation,2415404.0,0.0,2415404.0,2415404.0,3,2,split_bootstrap_over_split_means,scenario
