split_regime_id,train_size,val_size,test_size,dataset_id,scenario_id,severity,model_id,protocol,metric,oracle_labels,claim_scope,operational_ranking_eligible,mean,std,ci_lower,ci_upper,n_splits,min_training_seeds_per_split,min_graph_seeds_per_split,ci_method,source
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.15,secgfd,train_clean_eval_all,f1_macro,True,oracle_shift_sensitivity_diagnostic,False,0.6538069957799025,0.0028853662803305135,0.6514938794208497,0.6570401998377096,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.15,secgfd,train_clean_eval_all,roc_auc,True,oracle_shift_sensitivity_diagnostic,False,0.75737667993951,0.0030487916872599784,0.7552868323783949,0.7608750775085523,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.15,secgfd,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.3998194110814029,0.0044793065748861575,0.39674098267748564,0.4049581594634028,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.15,secgfd,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.6518965624973397,0.004711423175334196,0.6485515115436966,0.6572846611365717,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.15,secgfd,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.754491245836992,0.005685900957631362,0.7494489901783755,0.7606539685236197,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,mlp,train_clean_eval_all,average_precision,True,oracle_shift_sensitivity_diagnostic,False,0.32150850593836605,0.0037117177159466286,0.31789541106302255,0.3253115521787414,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,mlp,train_clean_eval_all,f1_macro,True,oracle_shift_sensitivity_diagnostic,False,0.612861462917789,0.003347675365323874,0.6106823852106926,0.6167160778302229,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,mlp,train_clean_eval_all,roc_auc,True,oracle_shift_sensitivity_diagnostic,False,0.6986191190842602,0.003715105186521319,0.6955934947029311,0.7027655987509451,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,mlp,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.31711153171297973,0.006091648597481776,0.3121636764024629,0.32391526635063866,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,mlp,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.6110813415879256,0.0054833806516652005,0.6076117233032663,0.6174029551832622,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,mlp,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.6951727499843744,0.005192756895691755,0.6915298182593569,0.7011187170910217,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,pmp,train_clean_eval_all,average_precision,True,oracle_shift_sensitivity_diagnostic,False,0.4387356349433012,0.0034611013485867756,0.4353137698264346,0.4422346815603639,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,pmp,train_clean_eval_all,f1_macro,True,oracle_shift_sensitivity_diagnostic,False,0.665811286831517,0.0014540227685538119,0.6642555572452882,0.6671359251631023,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,pmp,train_clean_eval_all,roc_auc,True,oracle_shift_sensitivity_diagnostic,False,0.7594849363772456,0.0021591560177487163,0.7570320884453091,0.7610981515996776,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,pmp,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.42705899633532834,0.007633906837000019,0.42213154424794325,0.43585254824873393,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,pmp,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.662812292558678,0.001279750220816777,0.6613420775315346,0.6636762855180998,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,pmp,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.761130767995577,0.004637367196980213,0.7564727823026299,0.7657472379420133,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,sage,train_clean_eval_all,average_precision,True,oracle_shift_sensitivity_diagnostic,False,0.3161064790996825,0.01797604028803129,0.3055517010866472,0.33686241843426973,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,sage,train_clean_eval_all,f1_macro,True,oracle_shift_sensitivity_diagnostic,False,0.6091406084028067,0.014428632184635878,0.6003219527274658,0.6257916236559989,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,sage,train_clean_eval_all,roc_auc,True,oracle_shift_sensitivity_diagnostic,False,0.6872483512798739,0.018430981711054614,0.6742201386750429,0.7083364187485518,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,sage,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.3009371208959651,0.017448969860560794,0.2813197174582062,0.3147251015652216,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,sage,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.6004997217303187,0.010689443451123442,0.5881711392664652,0.6071824163946593,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,sage,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.6730039888400388,0.016179320192295475,0.6544335118110267,0.684056552754979,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,secgfd,train_clean_eval_all,average_precision,True,oracle_shift_sensitivity_diagnostic,False,0.3579494772082527,0.0026518695343624474,0.35575746925965573,0.3608971663318801,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,secgfd,train_clean_eval_all,f1_macro,True,oracle_shift_sensitivity_diagnostic,False,0.6311763867122829,0.0018381851369281765,0.629528339246789,0.6331588055681346,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,secgfd,train_clean_eval_all,roc_auc,True,oracle_shift_sensitivity_diagnostic,False,0.7136565686092174,0.0025853891259536503,0.7108161350415259,0.7158725176302182,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,secgfd,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.3699969781570891,0.01121520970570349,0.3576074094204828,0.37945594215182005,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,secgfd,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.635812420341027,0.007139247272916402,0.6287729722246768,0.6430474477901453,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,0.3,secgfd,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.7246329106203326,0.010878814215876569,0.7132612702293986,0.7349407373993103,3,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,mlp,train_clean_eval_all,average_precision,True,oracle_shift_sensitivity_diagnostic,False,0.4060183289392887,0.005707179290994764,0.39992793265853593,0.41124348128035465,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,mlp,train_clean_eval_all,f1_macro,True,oracle_shift_sensitivity_diagnostic,False,0.6538326159046216,0.004060001895576253,0.6502925106481887,0.6582643139773169,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,mlp,train_clean_eval_all,roc_auc,True,oracle_shift_sensitivity_diagnostic,False,0.7823719533628771,0.004440726318102569,0.7797431422795956,0.7874991091518592,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,mlp,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.4060183289392887,0.005707179290994764,0.39992793265853593,0.41124348128035465,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,mlp,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.6538326159046216,0.004060001895576253,0.6502925106481887,0.6582643139773169,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,mlp,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.7823719533628771,0.004440726318102569,0.7797431422795956,0.7874991091518592,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,pmp,train_clean_eval_all,average_precision,True,oracle_shift_sensitivity_diagnostic,False,0.5552613216133242,0.002669828395410064,0.5522394269132922,0.5573005662067334,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,pmp,train_clean_eval_all,f1_macro,True,oracle_shift_sensitivity_diagnostic,False,0.7174531815578268,0.0006039508497571604,0.7168199074913527,0.7180227604746475,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,pmp,train_clean_eval_all,roc_auc,True,oracle_shift_sensitivity_diagnostic,False,0.8456095121048636,0.0008522075206968861,0.8451136884200032,0.8465935467722904,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,pmp,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.5552613216133242,0.002669828395410064,0.5522394269132922,0.5573005662067334,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,pmp,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.7174531815578268,0.0006039508497571604,0.7168199074913527,0.7180227604746475,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,pmp,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.8456095121048636,0.0008522075206968861,0.8451136884200032,0.8465935467722904,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,sage,train_clean_eval_all,average_precision,True,oracle_shift_sensitivity_diagnostic,False,0.39821984499025387,0.027049927016352417,0.38179236868125566,0.42944014890711674,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,sage,train_clean_eval_all,f1_macro,True,oracle_shift_sensitivity_diagnostic,False,0.6490481483492816,0.01872261321720637,0.6375118690202062,0.6706504896075932,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,sage,train_clean_eval_all,roc_auc,True,oracle_shift_sensitivity_diagnostic,False,0.7649293071507189,0.023876909626646715,0.7495764898410918,0.7924381403626047,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,sage,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.3992330266056244,0.027199513546312667,0.38337358882194267,0.43063980263938983,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,sage,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.6497380235622016,0.018267488849658873,0.6382223651484653,0.6708008636264987,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,sage,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.7651267213218675,0.023869605594869475,0.7494028649676207,0.7925929430916682,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,secgfd,train_clean_eval_all,average_precision,True,oracle_shift_sensitivity_diagnostic,False,0.45212708842776705,0.0016750860267174402,0.45104574600768627,0.4540566214469175,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,secgfd,train_clean_eval_all,f1_macro,True,oracle_shift_sensitivity_diagnostic,False,0.6754057891957593,0.0025681276060250816,0.6736884583885713,0.6783581022714417,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,secgfd,train_clean_eval_all,roc_auc,True,oracle_shift_sensitivity_diagnostic,False,0.8011457561582537,0.0016285610614605228,0.7998226116504265,0.8029645568206764,3,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,secgfd,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.4497688826157887,0.00459049103713546,0.4456039405696373,0.45469081684098045,3,5,1,split_bootstrap_over_split_means,clean
