split_regime_id,train_size,val_size,test_size,dataset_id,scenario_id,severity,model_id,metric,oracle_labels,claim_scope,left_claim_scope,right_claim_scope,operational_ranking_eligible,left_protocol,right_protocol,contrast_definition,left_mean,right_mean,contrast_mean,contrast_std,contrast_ci_lower,contrast_ci_upper,n_splits,min_pairs_per_split,min_training_seeds_per_split,min_graph_seeds_per_split,ci_method,source
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,sage,f1_macro,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.6497380235622016,0.6490481483492816,0.0006898752129199659,0.0005294919754304891,0.00015037401890545256,0.0012087554915951593,3,5,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,sage,roc_auc,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.7651267213218675,0.7649293071507189,0.00019741417114855036,0.00039407640932937377,-0.00017362487347096777,0.0006110646578533441,3,5,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,secgfd,average_precision,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.4497688826157887,0.45212708842776705,-0.002358205811978431,0.0031670576422367014,-0.0056749572590602095,0.0006341953940629197,3,5,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,secgfd,f1_macro,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.6745586040730145,0.6754057891957593,-0.0008471851227449164,0.000993167262261792,-0.0016242231412618047,0.00027177221324830024,3,5,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.0,secgfd,roc_auc,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.7998821460312574,0.8011457561582537,-0.0012636101269965247,0.0018189750618591643,-0.003329797412557789,9.632116876228114e-05,3,5,5,1,split_bootstrap_over_split_means,clean
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,mlp,average_precision,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.4060183289392887,0.4060183289392887,0.0,0.0,0.0,0.0,3,10,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,mlp,f1_macro,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.6538326159046215,0.6538326159046215,0.0,0.0,0.0,0.0,3,10,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,mlp,roc_auc,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.7823719533628771,0.7823719533628771,0.0,0.0,0.0,0.0,3,10,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,pmp,average_precision,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.5485535726750937,0.5485331845798974,2.0388095196444134e-05,0.006921580895348446,-0.005339122950780951,0.007834830862982756,3,10,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,pmp,f1_macro,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.7160813506827844,0.7142099493656581,0.0018714013171263792,0.0009662444352614444,0.0008302445721186212,0.002739287597569806,3,10,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,pmp,roc_auc,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.8428016949330718,0.8422438386020729,0.0005578563309989182,0.0005516296068978943,-8.326095390653877e-06,0.0010936792561770602,3,10,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,sage,average_precision,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.37505844819056583,0.3955430327454829,-0.020484584554917164,0.03260558771291435,-0.05807190133341809,0.00018512371347254586,3,10,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,sage,f1_macro,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.6371657788209134,0.6480890848133334,-0.010923305992419802,0.018608764948705444,-0.03238133912433618,0.0007807713400306504,3,10,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,sage,roc_auc,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.7491266837823843,0.7637301167776464,-0.014603432995262018,0.025358155363724776,-0.043880182925899715,0.0004708072875379554,3,10,5,2,split_bootstrap_over_split_means,scenario
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_relation_oracle,0.15,secgfd,average_precision,True,oracle_protocol_comparison_diagnostic,oracle_privileged_training_diagnostic,oracle_shift_sensitivity_diagnostic,False,train_on_variant,train_clean_eval_all,train_on_variant - train_clean_eval_all,0.46052334577274134,0.4569066295480429,0.0036167162246985517,0.0021185572351407754,0.002064489736840397,0.006030275484947246,3,10,5,2,split_bootstrap_over_split_means,scenario
