split_regime_id,train_size,val_size,test_size,dataset_id,model_id,protocol,metric,worst_scenario_id,worst_severity,oracle_labels,claim_scope,operational_ranking_eligible,worst_mean,worst_std,worst_ci_lower,worst_ci_upper,clean_mean,clean_std,clean_ci_lower,clean_ci_upper,drop_from_clean_mean,drop_from_clean_std,drop_from_clean_ci_lower,drop_from_clean_ci_upper,retention_fraction_mean,retention_fraction_std,retention_fraction_ci_lower,retention_fraction_ci_upper,n_splits,min_runs_per_split,min_training_seeds_per_split,min_graph_seeds_per_split,ci_method,drop_ci_method,retention_ci_method,selection_method
train40_val20_test40,0.4,0.2,0.4,yelpchi,secgfd,train_on_variant,f1_macro,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.635812420341027,0.007139247272916402,0.6287729722246768,0.6430474477901453,0.6745586040730145,0.002368589455694476,0.6725465837860035,0.6771689978312204,0.038746183731987356,0.004838621212302622,0.034121550041074956,0.04377361156132679,0.9425863338983689,0.00732349972239969,0.9349620733791383,0.9495665293143792,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train40_val20_test40,0.4,0.2,0.4,yelpchi,secgfd,train_on_variant,roc_auc,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.7246329106203326,0.010878814215876569,0.7132612702293986,0.7349407373993103,0.7998821460312574,0.003050446903509094,0.7964928142378684,0.8024072026834824,0.0752492354109246,0.00788443330219883,0.06746646528417197,0.08323154400846983,0.9058313679178102,0.010172200988674999,0.89547580267502,0.9158097103326813,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,mlp,train_clean_eval_all,average_precision,camouflage_feature_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.3358878380152512,0.021572039163921915,0.31720663531057264,0.3594977201069905,0.4240247279426657,0.024118580738985405,0.40156289141809215,0.44951416512595044,0.08813688992741449,0.003274142617058115,0.08435625610751944,0.09003796865576423,0.7924745904291273,0.006591829617740532,0.7869101469771557,0.7997545832155027,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,mlp,train_clean_eval_all,f1_macro,camouflage_feature_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.6151407902327919,0.01006878971209885,0.6038680298487147,0.623241755838009,0.6565831733687272,0.011078368610208037,0.6440492461958326,0.6650650304700133,0.041442383135935214,0.0011203804246809014,0.04018121634711793,0.042322658428683345,0.9369629479754963,0.0008612650753600782,0.9360349064165501,0.9377365356761457,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,mlp,train_clean_eval_all,roc_auc,camouflage_feature_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.7039179485352106,0.012464331593767496,0.6907582699290827,0.7155452333621962,0.7904758805962414,0.01639970151327326,0.772372055151408,0.8043380779174848,0.08655793206103068,0.004288319749785781,0.08161378522232522,0.08926716640547823,0.8906355545955621,0.003436497074513597,0.887829995246945,0.8944685893386198,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,mlp,train_on_variant,average_precision,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.3370944219112257,0.016119225097458556,0.32014120655353506,0.35222465901463024,0.4240247279426657,0.024118580738985405,0.40156289141809215,0.44951416512595044,0.08693030603144002,0.00897736178524724,0.081421684864557,0.09728950611132021,0.8004485210504814,0.015925556711859724,0.7835843093523754,0.8152305977210231,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,mlp,train_on_variant,f1_macro,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.6152967441754916,0.009344318782598603,0.6047564323896217,0.6225650652526177,0.6565831733687272,0.011078368610208037,0.6440492461958326,0.6650650304700133,0.041286429193235365,0.004553102275922261,0.038070178187717615,0.04649629558577769,0.9376031473704903,0.006731109490770462,0.9301286935901562,0.943186245461737,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,mlp,train_on_variant,roc_auc,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.7031113419164726,0.010645974385831702,0.6908522567898826,0.710030121147725,0.7904758805962414,0.01639970151327326,0.772372055151408,0.8043380779174848,0.08736453867976875,0.006464485169224533,0.0815197983615254,0.09430795676975985,0.8899789057263003,0.006393250154281456,0.8827550026309696,0.8949080761575129,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,pmp,train_clean_eval_all,average_precision,heterophily_rewire_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.3792084261277813,0.012060353309122382,0.3662248137108623,0.3900615943249181,0.5824861888615543,0.024092330798164717,0.5566655594418857,0.6043637621026958,0.20327776273377315,0.012033538012906906,0.19044074573102324,0.2143021677777778,0.650991087255035,0.006215736022755614,0.6456102082359492,0.6577949170987248,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,pmp,train_clean_eval_all,f1_macro,heterophily_rewire_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.6410767321008455,0.008673169887422501,0.6311522162050401,0.6472016869445565,0.7267111090842772,0.010712730913705254,0.7145996249882615,0.7349455131926849,0.08563437698343164,0.0038408074809575987,0.08338650212732883,0.09006922003974481,0.8821836925751917,0.004230517041498044,0.8775253506094209,0.8857865048089243,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
