dataset_id,scenario_id,model_id,protocol,metric,oracle_labels,claim_scope,operational_ranking_eligible,robustness_auc_mean,robustness_auc_std,robustness_auc_ci_lower,robustness_auc_ci_upper,robustness_avg_metric_mean,robustness_avg_metric_std,robustness_avg_metric_ci_lower,robustness_avg_metric_ci_upper,n_splits,min_training_seeds_per_split,min_graph_seeds_per_split,ci_method
yelpchi,heterophily_rewire_oracle,mlp,train_clean_eval_all,f1_macro,True,oracle_shift_sensitivity_diagnostic,False,0.19595529927795677,0.0,0.19595529927795677,0.19595529927795677,0.6531843309265226,0.0,0.6531843309265226,0.6531843309265226,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,mlp,train_clean_eval_all,roc_auc,True,oracle_shift_sensitivity_diagnostic,False,0.23438119901680854,0.0,0.23438119901680854,0.23438119901680854,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,mlp,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.11981393765084285,0.0,0.11981393765084285,0.11981393765084285,0.39937979216947617,0.0,0.39937979216947617,0.39937979216947617,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,mlp,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.19595529927795677,0.0,0.19595529927795677,0.19595529927795677,0.6531843309265226,0.0,0.6531843309265226,0.6531843309265226,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,mlp,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.23438119901680854,0.0,0.23438119901680854,0.23438119901680854,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,pmp,train_clean_eval_all,average_precision,True,oracle_shift_sensitivity_diagnostic,False,0.1348506408351746,0.0,0.1348506408351746,0.1348506408351746,0.4495021361172487,0.0,0.4495021361172487,0.4495021361172487,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,pmp,train_clean_eval_all,f1_macro,True,oracle_shift_sensitivity_diagnostic,False,0.20063172678193644,0.0,0.20063172678193644,0.20063172678193644,0.6687724226064549,0.0,0.6687724226064549,0.6687724226064549,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,pmp,train_clean_eval_all,roc_auc,True,oracle_shift_sensitivity_diagnostic,False,0.23909874846793175,0.0,0.23909874846793175,0.23909874846793175,0.7969958282264392,0.0,0.7969958282264392,0.7969958282264392,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,pmp,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.17492524748578445,0.0,0.17492524748578445,0.17492524748578445,0.5830841582859482,0.0,0.5830841582859482,0.5830841582859482,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,pmp,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.22145395351480154,0.0,0.22145395351480154,0.22145395351480154,0.7381798450493385,0.0,0.7381798450493385,0.7381798450493385,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,pmp,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.26171588034947163,0.0,0.26171588034947163,0.26171588034947163,0.8723862678315721,0.0,0.8723862678315721,0.8723862678315721,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,sage,train_clean_eval_all,average_precision,True,oracle_shift_sensitivity_diagnostic,False,0.12038402721071974,0.0,0.12038402721071974,0.12038402721071974,0.40128009070239923,0.0,0.40128009070239923,0.40128009070239923,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,sage,train_clean_eval_all,f1_macro,True,oracle_shift_sensitivity_diagnostic,False,0.19725678368570762,0.0,0.19725678368570762,0.19725678368570762,0.6575226122856921,0.0,0.6575226122856921,0.6575226122856921,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,sage,train_clean_eval_all,roc_auc,True,oracle_shift_sensitivity_diagnostic,False,0.2333351307107653,0.0,0.2333351307107653,0.2333351307107653,0.7777837690358845,0.0,0.7777837690358845,0.7777837690358845,1,3,2,split_bootstrap_over_split_means
