dataset_id,split_id,model_id,protocol,metric,worst_scenario_id,worst_severity,oracle_labels,claim_scope,operational_ranking_eligible,worst_mean,worst_std,worst_ci_lower,worst_ci_upper,clean_mean,drop_from_clean_mean,drop_from_clean_std,drop_from_clean_ci_lower,drop_from_clean_ci_upper,retention_fraction_mean,retention_fraction_std,retention_fraction_ci_lower,retention_fraction_ci_upper,n_runs,n_training_seeds,n_graph_seeds,n_paired_seed_cells,ci_method,drop_ci_method,retention_ci_method,selection_method
yelpchi,s0,pmp,train_on_variant,f1_macro,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.6612018980252039,0.005091418427926304,0.6553564753085731,0.6650877204041167,0.719663923941368,0.0584620259161641,0.0036878810747748,0.05585780130485526,0.06302585086519093,0.9187571519810492,0.005263984974405614,0.9122657791508804,0.9225116814579836,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
yelpchi,s0,pmp,train_on_variant,roc_auc,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.759798136590236,0.007435640673601674,0.7504708910526706,0.7649831010395197,0.849193776874713,0.08939564028447684,0.0075403370747356875,0.08269575363656594,0.09785827085645409,0.8947351653942355,0.008782537329453083,0.8846662016862249,0.9024436352739368,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
yelpchi,s0,sage,train_clean_eval_all,average_precision,camouflage_feature_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.3351581222076212,0.011650605268629138,0.3221320020701485,0.3476513998518341,0.42708999760200883,0.09193187539438763,0.008023606838164712,0.08269788102708198,0.10063302726843348,0.7847715120386871,0.017539941766729156,0.7674081820620767,0.8026139233291368,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
yelpchi,s0,sage,train_clean_eval_all,f1_macro,camouflage_feature_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.6249419543574873,0.0055655228954116535,0.6186345843914148,0.6311618109356387,0.6697122615898071,0.044770307232319784,0.005647905200015537,0.03851228903719117,0.05134860241917483,0.9331671132681333,0.008249854142124044,0.9235701784788265,0.9422081995161685,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
yelpchi,s0,sage,train_clean_eval_all,roc_auc,camouflage_feature_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.7072266609538053,0.0077360524650430815,0.6980467566966372,0.7160582809050942,0.7909852512071072,0.08375859025330194,0.0060371080508350855,0.07734893391043773,0.08981996229028706,0.8941128286250679,0.007521535314730999,0.8870800274732872,0.9016649673013885,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
yelpchi,s0,sage,train_on_variant,average_precision,noise_edges_uniform,0.1,False,non_oracle_controlled_stress,True,0.29471324932779164,0.1047194508389524,0.2037642889964326,0.4267953644194233,0.42954172678053837,0.13482847745274676,0.09740312753145892,0.009693170204731594,0.20798107144334732,0.6828261876322141,0.23135639643477046,0.49487938073860643,0.977792841195524,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
yelpchi,s0,sage,train_on_variant,f1_macro,noise_edges_uniform,0.1,False,non_oracle_controlled_stress,True,0.5995519299077532,0.052291201726196876,0.5507113389029187,0.6642954353910612,0.6708279503970965,0.07127602048934324,0.04806646950160279,0.011052767803314212,0.11422911395447977,0.8933728664928671,0.072211257761325,0.8282115135819884,0.98363397170373,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
yelpchi,s0,sage,train_on_variant,roc_auc,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.6874635859867588,0.05367688640283726,0.6189419587187642,0.7178371942787033,0.7917030310560143,0.1042394450692556,0.04973363403429979,0.07588887985866359,0.1683731728244123,0.8680835028825697,0.06398286822956557,0.785669770969053,0.9040853351676192,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
yelpchi,s0,secgfd,train_clean_eval_all,average_precision,heterophily_rewire_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.15700423739924596,0.017027602524057685,0.1358713352038838,0.17280940721146995,0.47551589125343435,0.31851165385418845,0.016989471805166967,0.3022942891006858,0.33940784111401334,0.3301740953766803,0.03579875767415022,0.28587689504200864,0.36372987318947225,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
yelpchi,s0,secgfd,train_clean_eval_all,f1_macro,heterophily_rewire_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.5030393890304601,0.012807564126497958,0.4865943951728735,0.5116824459959053,0.6896884499828166,0.18664906095235653,0.011608592613646126,0.17556583385862945,0.20080948824515876,0.7293517440008297,0.017206577292700722,0.7078726305026705,0.7445379799338453,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
yelpchi,s0,secgfd,train_clean_eval_all,roc_auc,heterophily_rewire_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.523695677239589,0.034985991200479905,0.47887041599082886,0.5506472893063162,0.8140815809826377,0.2903859037430486,0.03672619786574237,0.26520702786763545,0.3377546515611853,0.6433769068360818,0.0442375087898668,0.5864018079022877,0.6749333523339197,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
yelpchi,s0,secgfd,train_on_variant,average_precision,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.3936440073403322,0.023091376119851067,0.3686051064740014,0.41596678152251426,0.4709483353668929,0.07730432802656065,0.01965820537759591,0.060444587938938976,0.09953977323172347,0.8356021636433845,0.04285422055666518,0.7873679049640675,0.8731252194773038,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
yelpchi,s0,secgfd,train_on_variant,f1_macro,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.6512861378957135,0.011147934189941047,0.6384225027897209,0.663493447668353,0.687730212869523,0.03644407497380928,0.008943260447515745,0.029174259748817932,0.047602012510598514,0.9469842021613907,0.01309422215259757,0.930646191711059,0.9578813052255556,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
yelpchi,s0,secgfd,train_on_variant,roc_auc,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.7479654779195428,0.016812423694558137,0.7296193596450177,0.7613878261171142,0.8125170309203386,0.06455155300079578,0.016252873742480058,0.05350604242761936,0.08341851969431807,0.920546642646887,0.020012022465251102,0.8973989751103565,0.934176342405264,6,3,2,6,crossed_training_graph_seed_bootstrap,paired_drop_crossed_training_graph_seed_bootstrap,paired_retention_crossed_training_graph_seed_bootstrap,minimum_configured_nonzero_point_mean
