dataset_id,scenario_id,model_id,protocol,metric,max_severity,oracle_labels,claim_scope,operational_ranking_eligible,clean_mean,clean_std,clean_ci_lower,clean_ci_upper,max_severity_mean,max_severity_std,max_severity_ci_lower,max_severity_ci_upper,drop_mean,drop_std,drop_ci_lower,drop_ci_upper,n_splits,min_paired_training_seeds_per_split,min_graph_seeds_per_split,ci_method
yelpchi,heterophily_rewire_oracle,mlp,train_clean_eval_all,roc_auc,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,0.0,0.0,0.0,0.0,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,mlp,train_on_variant,average_precision,0.3,True,oracle_privileged_training_diagnostic,False,0.39937979216947617,0.0,0.39937979216947617,0.39937979216947617,0.39937979216947617,0.0,0.39937979216947617,0.39937979216947617,0.0,0.0,0.0,0.0,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,mlp,train_on_variant,f1_macro,0.3,True,oracle_privileged_training_diagnostic,False,0.6531843309265226,0.0,0.6531843309265226,0.6531843309265226,0.6531843309265226,0.0,0.6531843309265226,0.6531843309265226,0.0,0.0,0.0,0.0,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,mlp,train_on_variant,roc_auc,0.3,True,oracle_privileged_training_diagnostic,False,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,0.0,0.0,0.0,0.0,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,pmp,train_clean_eval_all,average_precision,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.5677252637869848,0.0,0.5677252637869848,0.5677252637869848,0.3859081744555027,0.0,0.3859081744555027,0.3859081744555027,0.1818170893314821,0.0,0.1818170893314821,0.1818170893314821,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,pmp,train_clean_eval_all,f1_macro,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.719663923941368,0.0,0.719663923941368,0.719663923941368,0.6415382934075567,0.0,0.6415382934075567,0.6415382934075567,0.0781256305338112,0.0,0.0781256305338112,0.0781256305338112,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,pmp,train_clean_eval_all,roc_auc,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.849193776874713,0.0,0.849193776874713,0.849193776874713,0.7634662296143456,0.0,0.7634662296143456,0.7634662296143456,0.08572754726036723,0.0,0.08572754726036723,0.08572754726036723,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,pmp,train_on_variant,average_precision,0.3,True,oracle_privileged_training_diagnostic,False,0.5677252637869848,0.0,0.5677252637869848,0.5677252637869848,0.6018050284232713,0.0,0.6018050284232713,0.6018050284232713,-0.03407976463628648,0.0,-0.03407976463628648,-0.03407976463628648,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,pmp,train_on_variant,f1_macro,0.3,True,oracle_privileged_training_diagnostic,False,0.719663923941368,0.0,0.719663923941368,0.719663923941368,0.7495746020256308,0.0,0.7495746020256308,0.7495746020256308,-0.029910678084262805,0.0,-0.029910678084262805,-0.029910678084262805,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,pmp,train_on_variant,roc_auc,0.3,True,oracle_privileged_training_diagnostic,False,0.849193776874713,0.0,0.849193776874713,0.849193776874713,0.8876986234061915,0.0,0.8876986234061915,0.8876986234061915,-0.03850484653147884,0.0,-0.03850484653147884,-0.03850484653147884,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,sage,train_clean_eval_all,average_precision,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.42708999760200883,0.0,0.42708999760200883,0.42708999760200883,0.38381625236041067,0.0,0.38381625236041067,0.38381625236041067,0.04327374524159819,0.0,0.04327374524159819,0.04327374524159819,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,sage,train_clean_eval_all,f1_macro,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.6697122615898071,0.0,0.6697122615898071,0.6697122615898071,0.6492862676027501,0.0,0.6492862676027501,0.6492862676027501,0.020425993987057117,0.0,0.020425993987057117,0.020425993987057117,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,sage,train_clean_eval_all,roc_auc,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.7909852512071072,0.0,0.7909852512071072,0.7909852512071072,0.7683475375178869,0.0,0.7683475375178869,0.7683475375178869,0.022637713689220334,0.0,0.022637713689220334,0.022637713689220334,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,sage,train_on_variant,average_precision,0.3,True,oracle_privileged_training_diagnostic,False,0.42954172678053837,0.0,0.42954172678053837,0.42954172678053837,0.6518823777305488,0.0,0.6518823777305488,0.6518823777305488,-0.22234065095001035,0.0,-0.22234065095001035,-0.22234065095001035,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,sage,train_on_variant,f1_macro,0.3,True,oracle_privileged_training_diagnostic,False,0.6708279503970965,0.0,0.6708279503970965,0.6708279503970965,0.7681224288749107,0.0,0.7681224288749107,0.7681224288749107,-0.09729447847781414,0.0,-0.09729447847781414,-0.09729447847781414,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,sage,train_on_variant,roc_auc,0.3,True,oracle_privileged_training_diagnostic,False,0.7917030310560143,0.0,0.7917030310560143,0.7917030310560143,0.8976080822697781,0.0,0.8976080822697781,0.8976080822697781,-0.10590505121376388,0.0,-0.10590505121376388,-0.10590505121376388,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,secgfd,train_clean_eval_all,average_precision,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.47551589125343435,0.0,0.47551589125343435,0.47551589125343435,0.15700423739924596,0.0,0.15700423739924596,0.15700423739924596,0.31851165385418845,0.0,0.31851165385418845,0.31851165385418845,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,secgfd,train_clean_eval_all,f1_macro,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.6896884499828166,0.0,0.6896884499828166,0.6896884499828166,0.5030393890304601,0.0,0.5030393890304601,0.5030393890304601,0.18664906095235653,0.0,0.18664906095235653,0.18664906095235653,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,secgfd,train_clean_eval_all,roc_auc,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.8140815809826377,0.0,0.8140815809826377,0.8140815809826377,0.523695677239589,0.0,0.523695677239589,0.523695677239589,0.2903859037430486,0.0,0.2903859037430486,0.2903859037430486,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,secgfd,train_on_variant,average_precision,0.3,True,oracle_privileged_training_diagnostic,False,0.4709483353668929,0.0,0.4709483353668929,0.4709483353668929,0.9999994655961107,0.0,0.9999994655961107,0.9999994655961107,-0.5290511302292179,0.0,-0.5290511302292179,-0.5290511302292179,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,secgfd,train_on_variant,f1_macro,0.3,True,oracle_privileged_training_diagnostic,False,0.687730212869523,0.0,0.687730212869523,0.687730212869523,0.9997809266564955,0.0,0.9997809266564955,0.9997809266564955,-0.31205071378697274,0.0,-0.31205071378697274,-0.31205071378697274,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,secgfd,train_on_variant,roc_auc,0.3,True,oracle_privileged_training_diagnostic,False,0.8125170309203386,0.0,0.8125170309203386,0.8125170309203386,0.9999999086920356,0.0,0.9999999086920356,0.9999999086920356,-0.1874828777716969,0.0,-0.1874828777716969,-0.1874828777716969,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,mlp,train_clean_eval_all,average_precision,0.2,False,non_oracle_controlled_stress,True,0.39937979216947617,0.0,0.39937979216947617,0.39937979216947617,0.39937979216947617,0.0,0.39937979216947617,0.39937979216947617,0.0,0.0,0.0,0.0,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,mlp,train_clean_eval_all,f1_macro,0.2,False,non_oracle_controlled_stress,True,0.6531843309265226,0.0,0.6531843309265226,0.6531843309265226,0.6531843309265226,0.0,0.6531843309265226,0.6531843309265226,0.0,0.0,0.0,0.0,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,mlp,train_clean_eval_all,roc_auc,0.2,False,non_oracle_controlled_stress,True,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,0.0,0.0,0.0,0.0,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,mlp,train_on_variant,average_precision,0.2,False,non_oracle_controlled_stress,True,0.39937979216947617,0.0,0.39937979216947617,0.39937979216947617,0.39937979216947617,0.0,0.39937979216947617,0.39937979216947617,0.0,0.0,0.0,0.0,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,mlp,train_on_variant,f1_macro,0.2,False,non_oracle_controlled_stress,True,0.6531843309265226,0.0,0.6531843309265226,0.6531843309265226,0.6531843309265226,0.0,0.6531843309265226,0.6531843309265226,0.0,0.0,0.0,0.0,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,mlp,train_on_variant,roc_auc,0.2,False,non_oracle_controlled_stress,True,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,0.0,0.0,0.0,0.0,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,pmp,train_clean_eval_all,average_precision,0.2,False,non_oracle_controlled_stress,True,0.5677252637869848,0.0,0.5677252637869848,0.5677252637869848,0.5178104655013965,0.0,0.5178104655013965,0.5178104655013965,0.049914798285588334,0.0,0.049914798285588334,0.049914798285588334,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,pmp,train_clean_eval_all,f1_macro,0.2,False,non_oracle_controlled_stress,True,0.719663923941368,0.0,0.719663923941368,0.719663923941368,0.7010917824084179,0.0,0.7010917824084179,0.7010917824084179,0.018572141532950188,0.0,0.018572141532950188,0.018572141532950188,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,pmp,train_clean_eval_all,roc_auc,0.2,False,non_oracle_controlled_stress,True,0.849193776874713,0.0,0.849193776874713,0.849193776874713,0.8331443119520888,0.0,0.8331443119520888,0.8331443119520888,0.016049464922624157,0.0,0.016049464922624157,0.016049464922624157,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,pmp,train_on_variant,average_precision,0.2,False,non_oracle_controlled_stress,True,0.5677252637869848,0.0,0.5677252637869848,0.5677252637869848,0.5227719824513809,0.0,0.5227719824513809,0.5227719824513809,0.04495328133560389,0.0,0.04495328133560389,0.04495328133560389,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,pmp,train_on_variant,f1_macro,0.2,False,non_oracle_controlled_stress,True,0.719663923941368,0.0,0.719663923941368,0.719663923941368,0.7087632848419513,0.0,0.7087632848419513,0.7087632848419513,0.010900639099416761,0.0,0.010900639099416761,0.010900639099416761,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,pmp,train_on_variant,roc_auc,0.2,False,non_oracle_controlled_stress,True,0.849193776874713,0.0,0.849193776874713,0.849193776874713,0.8376276461524507,0.0,0.8376276461524507,0.8376276461524507,0.011566130722262166,0.0,0.011566130722262166,0.011566130722262166,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,sage,train_clean_eval_all,average_precision,0.2,False,non_oracle_controlled_stress,True,0.42708999760200883,0.0,0.42708999760200883,0.42708999760200883,0.4185808171619915,0.0,0.4185808171619915,0.4185808171619915,0.008509180440017305,0.0,0.008509180440017305,0.008509180440017305,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,sage,train_clean_eval_all,f1_macro,0.2,False,non_oracle_controlled_stress,True,0.6697122615898071,0.0,0.6697122615898071,0.6697122615898071,0.6642600376324134,0.0,0.6642600376324134,0.6642600376324134,0.005452223957393643,0.0,0.005452223957393643,0.005452223957393643,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,sage,train_clean_eval_all,roc_auc,0.2,False,non_oracle_controlled_stress,True,0.7909852512071072,0.0,0.7909852512071072,0.7909852512071072,0.7877402237118178,0.0,0.7877402237118178,0.7877402237118178,0.003245027495289432,0.0,0.003245027495289432,0.003245027495289432,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,sage,train_on_variant,average_precision,0.2,False,non_oracle_controlled_stress,True,0.42954172678053837,0.0,0.42954172678053837,0.42954172678053837,0.29734903006873825,0.0,0.29734903006873825,0.29734903006873825,0.1321926967118001,0.0,0.1321926967118001,0.1321926967118001,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,sage,train_on_variant,f1_macro,0.2,False,non_oracle_controlled_stress,True,0.6708279503970965,0.0,0.6708279503970965,0.6708279503970965,0.6021319559351259,0.0,0.6021319559351259,0.6021319559351259,0.06869599446197051,0.0,0.06869599446197051,0.06869599446197051,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,sage,train_on_variant,roc_auc,0.2,False,non_oracle_controlled_stress,True,0.7917030310560143,0.0,0.7917030310560143,0.7917030310560143,0.6947155265430188,0.0,0.6947155265430188,0.6947155265430188,0.09698750451299541,0.0,0.09698750451299541,0.09698750451299541,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,secgfd,train_clean_eval_all,average_precision,0.2,False,non_oracle_controlled_stress,True,0.47551589125343435,0.0,0.47551589125343435,0.47551589125343435,0.4650594413228368,0.0,0.4650594413228368,0.4650594413228368,0.010456449930597633,0.0,0.010456449930597633,0.010456449930597633,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,secgfd,train_clean_eval_all,f1_macro,0.2,False,non_oracle_controlled_stress,True,0.6896884499828166,0.0,0.6896884499828166,0.6896884499828166,0.6872208156632357,0.0,0.6872208156632357,0.6872208156632357,0.0024676343195809505,0.0,0.0024676343195809505,0.0024676343195809505,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,secgfd,train_clean_eval_all,roc_auc,0.2,False,non_oracle_controlled_stress,True,0.8140815809826377,0.0,0.8140815809826377,0.8140815809826377,0.8104065564930476,0.0,0.8104065564930476,0.8104065564930476,0.0036750244895900805,0.0,0.0036750244895900805,0.0036750244895900805,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,secgfd,train_on_variant,average_precision,0.2,False,non_oracle_controlled_stress,True,0.4709483353668929,0.0,0.4709483353668929,0.4709483353668929,0.4782749728236153,0.0,0.4782749728236153,0.4782749728236153,-0.007326637456722351,0.0,-0.007326637456722351,-0.007326637456722351,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,secgfd,train_on_variant,f1_macro,0.2,False,non_oracle_controlled_stress,True,0.687730212869523,0.0,0.687730212869523,0.687730212869523,0.6929278677698546,0.0,0.6929278677698546,0.6929278677698546,-0.005197654900331712,0.0,-0.005197654900331712,-0.005197654900331712,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,secgfd,train_on_variant,roc_auc,0.2,False,non_oracle_controlled_stress,True,0.8125170309203386,0.0,0.8125170309203386,0.8125170309203386,0.8173073027982986,0.0,0.8173073027982986,0.8173073027982986,-0.004790271877959977,0.0,-0.004790271877959977,-0.004790271877959977,1,3,2,split_bootstrap_over_split_means
