

=== attempt 1; GPU 0; 2026-07-13T15:08:08.769712+00:00 ===
[preflight] 21 variants x 5 seeds x 1 models = 105 runs total
[preflight] 0 already done, 105 remaining
[preflight] no estimate available
[preflight] 21 variants x 5 seeds x 1 models = 105 runs total
[preflight] 0 already done, 105 remaining
[preflight] no estimate available
[shift] [93/105] secgfd / heterophily_rewire_nonoracle / sev=0.3 / gs=1 / ts=4  ok  auc=0.793  0.2s
[shift] [94/105] secgfd / camouflage_feature_oracle / sev=0.15 / gs=0 / ts=4  ok  auc=0.762  0.2s
[shift] [95/105] secgfd / camouflage_feature_oracle / sev=0.15 / gs=1 / ts=4  ok  auc=0.747  0.2s
[shift] [96/105] secgfd / camouflage_feature_oracle / sev=0.3 / gs=0 / ts=4  ok  auc=0.714  0.2s
[shift] [97/105] secgfd / camouflage_feature_oracle / sev=0.3 / gs=1 / ts=4  ok  auc=0.696  0.2s
[shift] [98/105] secgfd / camouflage_relation_oracle / sev=0.15 / gs=0 / ts=4  ok  auc=0.797  0.2s
[shift] [99/105] secgfd / camouflage_relation_oracle / sev=0.15 / gs=1 / ts=4  ok  auc=0.797  0.2s
[shift] [100/105] secgfd / camouflage_relation_oracle / sev=0.3 / gs=0 / ts=4  ok  auc=0.800  0.2s
[shift] [100/105] ETA ~1s
[shift] [101/105] secgfd / camouflage_relation_oracle / sev=0.3 / gs=1 / ts=4  ok  auc=0.801  0.2s
[shift] [102/105] secgfd / noise_edges_uniform / sev=0.1 / gs=0 / ts=4  ok  auc=0.795  0.2s
[shift] [103/105] secgfd / noise_edges_uniform / sev=0.1 / gs=1 / ts=4  ok  auc=0.795  0.2s
[shift] [104/105] secgfd / noise_edges_uniform / sev=0.2 / gs=0 / ts=4  ok  auc=0.795  0.2s
[shift] [105/105] secgfd / noise_edges_uniform / sev=0.2 / gs=1 / ts=4  ok  auc=0.795  0.2s
[run] stage=matrix done in 64.20s; out=/kaggle/working/gfd-robustness-v4-factorial-r1/lanes/r60_s0_shift_secgfd
