dataset_id,split_id,scenario_id,model_id,protocol,metric,max_severity,oracle_labels,clean_mean,clean_std,clean_ci_lower,clean_ci_upper,max_severity_mean,max_severity_std,max_severity_ci_lower,max_severity_ci_upper,drop_mean,drop_std,drop_ci_lower,drop_ci_upper,n_clean_runs,n_max_runs
yelpchi,s0,heterophily_rewire_oracle,pmp,train_on_variant,f1_macro,0.3,True,0.719663923941368,0.002034369365771763,0.7181258231096347,0.7219706164124466,0.7495746020256308,0.023494573594432116,0.7327097858610486,0.7660491474582413,-0.029910678084262732,0.008673657152552675,-0.04731767892320268,-0.012899168191722014,3,6
yelpchi,s0,heterophily_rewire_oracle,secgfd,train_on_variant,f1_macro,0.3,True,0.6869626295963105,0.003512402359746653,0.683747842549859,0.6907114778870319,0.9997809266564955,0.000249803950533192,0.9995983277059665,0.9999452543577415,-0.31281829706018505,0.001642296210532037,-0.3159783384643782,-0.3091602914634962,3,6
yelpchi,s0,heterophily_rewire_nonoracle,mlp,train_on_variant,roc_auc,0.3,False,0.7812706633893618,0.028782937533635766,0.7480379426991232,0.7982706898766113,0.7812706633893618,0.025744241966935887,0.7645264143301991,0.7980149124485245,0.0,0.016581382061336334,-0.03323272069023864,0.03323272069023864,3,6
yelpchi,s0,heterophily_rewire_nonoracle,sage,train_on_variant,roc_auc,0.3,False,0.7920125055070611,0.007535288614832577,0.7833152908795443,0.7965834139701758,0.7305197415282724,0.08259062851470796,0.6678552482452355,0.7847398896517047,0.06149276397878878,0.03066023147352887,0.00655172359583267,0.12221988710373621,3,6
yelpchi,s0,heterophily_rewire_nonoracle,pmp,train_on_variant,roc_auc,0.3,False,0.849193776874713,0.0038429465319576995,0.8450166598130114,0.8525792578539458,0.8313938211598696,0.0035973310437505592,0.8284515795591066,0.833456655160434,0.017799955714843385,0.0021777667765746074,0.013464209772997868,0.021971707341903336,3,6
yelpchi,s0,heterophily_rewire_nonoracle,secgfd,train_on_variant,roc_auc,0.3,False,0.812236381996699,0.002775689259910157,0.8091323081942022,0.8144797908955509,0.8198505392632504,0.010479524434642316,0.8128429508786494,0.8272486929503075,-0.007614157266551347,0.004058817532888392,-0.016170616696850607,-0.0003714881408580238,3,6
yelpchi,s0,heterophily_rewire_nonoracle,mlp,train_on_variant,average_precision,0.3,False,0.39937979216947617,0.05468471766479163,0.3362490943810395,0.43208732915537756,0.39937979216947617,0.04891149841154306,0.3674337139113635,0.43132587042758885,0.0,0.031495276208567,-0.06313069778843666,0.06313069778843666,3,6
yelpchi,s0,heterophily_rewire_nonoracle,sage,train_on_variant,average_precision,0.3,False,0.42933223790816294,0.015305932257955186,0.41174500720513746,0.4396386484983097,0.3464837414547876,0.10132224964348444,0.27548887844942055,0.4149813690321671,0.08284849645337533,0.03831783324042028,0.013749776131423542,0.15766607401766244,3,6
yelpchi,s0,heterophily_rewire_nonoracle,pmp,train_on_variant,average_precision,0.3,False,0.5677252637869848,0.013443553198234745,0.5522038320561967,0.5756933208292596,0.5093941442417561,0.012762655355598384,0.5004138651537559,0.5189492945721994,0.05833111954522874,0.007820758126162423,0.041877962877172055,0.07241526045475286,3,6
yelpchi,s0,heterophily_rewire_nonoracle,secgfd,train_on_variant,average_precision,0.3,False,0.4704254705348501,0.002193142349121461,0.4690530393091248,0.4729548350189385,0.4837587294401913,0.015628192041447622,0.4728473267193809,0.4950879330542683,-0.013333258905341205,0.005883437675679081,-0.024922766986695204,-0.002110384272379437,3,6
