dataset_id,split_id,scenario_id,severity,model_id,protocol,metric,oracle_labels,mean,std,ci_lower,ci_upper,n_runs,source
yelpchi,s0,camouflage_relation_oracle,0.15,mlp,train_clean_eval_all,f1_macro,True,0.6531843309265226,0.02107265133095037,0.6395683789326522,0.6668002829203931,6,scenario
yelpchi,s0,camouflage_relation_oracle,0.3,mlp,train_clean_eval_all,f1_macro,True,0.6531843309265226,0.02107265133095037,0.6395683789326522,0.6668002829203931,6,scenario
yelpchi,s0,camouflage_relation_oracle,0.0,sage,train_clean_eval_all,f1_macro,True,0.6708474707363034,0.005838419786779025,0.6647939557802494,0.6764439291919299,3,clean
yelpchi,s0,camouflage_relation_oracle,0.15,sage,train_clean_eval_all,f1_macro,True,0.6708128033538044,0.005232452990184054,0.6668945826618031,0.6747052813820548,6,scenario
yelpchi,s0,camouflage_relation_oracle,0.3,sage,train_clean_eval_all,f1_macro,True,0.6706427288023318,0.005193193684190148,0.6667307977520261,0.674492911938871,6,scenario
yelpchi,s0,camouflage_relation_oracle,0.0,pmp,train_clean_eval_all,f1_macro,True,0.719663923941368,0.002034369365771763,0.7181258231096347,0.7219706164124466,3,clean
yelpchi,s0,camouflage_relation_oracle,0.15,pmp,train_clean_eval_all,f1_macro,True,0.7179520192831625,0.004527102309587298,0.7143651289058288,0.721014727651636,6,scenario
yelpchi,s0,camouflage_relation_oracle,0.3,pmp,train_clean_eval_all,f1_macro,True,0.7191034909928123,0.003958647702785611,0.7166110446208389,0.7224251831023342,6,scenario
yelpchi,s0,camouflage_relation_oracle,0.0,secgfd,train_clean_eval_all,f1_macro,True,0.6890827928071466,0.0033915183002178237,0.6853141225973655,0.6918892125166929,3,clean
yelpchi,s0,camouflage_relation_oracle,0.15,secgfd,train_clean_eval_all,f1_macro,True,0.6891787451616556,0.0031290531590714653,0.6868903378199159,0.6913291183250815,6,scenario
yelpchi,s0,camouflage_relation_oracle,0.3,secgfd,train_clean_eval_all,f1_macro,True,0.689376504742432,0.0029305539587348548,0.6872994673192151,0.6913520548758885,6,scenario
yelpchi,s0,noise_edges_uniform,0.0,mlp,train_clean_eval_all,roc_auc,False,0.7812706633893618,0.028782937533635766,0.7480379426991232,0.7982706898766113,3,clean
yelpchi,s0,noise_edges_uniform,0.1,mlp,train_clean_eval_all,roc_auc,False,0.7812706633893618,0.025744241966935887,0.7645264143301991,0.7980149124485245,6,scenario
yelpchi,s0,noise_edges_uniform,0.2,mlp,train_clean_eval_all,roc_auc,False,0.7812706633893618,0.025744241966935887,0.7645264143301991,0.7980149124485245,6,scenario
yelpchi,s0,noise_edges_uniform,0.0,sage,train_clean_eval_all,roc_auc,False,0.7921178272591782,0.007750399336005183,0.7833336675998815,0.7979923355618194,3,clean
yelpchi,s0,noise_edges_uniform,0.1,sage,train_clean_eval_all,roc_auc,False,0.7901360494229209,0.006316510550509509,0.7857384438734547,0.7945113543915223,6,scenario
yelpchi,s0,noise_edges_uniform,0.2,sage,train_clean_eval_all,roc_auc,False,0.7886759894162795,0.006048239695454211,0.7844823634776018,0.7928370442160486,6,scenario
yelpchi,s0,noise_edges_uniform,0.0,pmp,train_clean_eval_all,roc_auc,False,0.849193776874713,0.0038429465319576995,0.8450166598130114,0.8525792578539458,3,clean
yelpchi,s0,noise_edges_uniform,0.1,pmp,train_clean_eval_all,roc_auc,False,0.8392473204208946,0.0027271124830061133,0.83738940149114,0.8413688865327995,6,scenario
yelpchi,s0,noise_edges_uniform,0.2,pmp,train_clean_eval_all,roc_auc,False,0.8331443119520888,0.00316157766089574,0.8310017527000481,0.8354782147851065,6,scenario
