dataset_id,split_id,scenario_id,model_id,protocol,metric,oracle_labels,robustness_auc_mean,robustness_auc_std,robustness_auc_ci_lower,robustness_auc_ci_upper,robustness_avg_metric_mean,robustness_avg_metric_std,robustness_avg_metric_ci_lower,robustness_avg_metric_ci_upper,min_n_runs_per_severity
yelpchi,s0,noise_edges_uniform,pmp,train_on_variant,roc_auc,False,0.16848285214988812,0.00022060666417303743,0.16804828477264147,0.1689004440267608,0.8424142607494406,0.0011030333208651886,0.8402414238632072,0.8445022201338039,3
yelpchi,s0,noise_edges_uniform,secgfd,train_on_variant,roc_auc,False,0.16308051539487217,0.00038959705192916826,0.16239052387196315,0.1638593458405038,0.8154025769743608,0.0019479852596458423,0.8119526193598157,0.819296729202519,3
yelpchi,s0,noise_edges_uniform,mlp,train_on_variant,average_precision,False,0.07987595843389524,0.002456823210482282,0.07514115609976249,0.08459172429983328,0.39937979216947617,0.01228411605241141,0.3757057804988124,0.42295862149916635,3
yelpchi,s0,noise_edges_uniform,sage,train_on_variant,average_precision,False,0.0657936259269914,0.0044208256401685395,0.057827088550562726,0.07480103884845413,0.328968129634957,0.0221041282008427,0.2891354427528136,0.37400519424227063,3
yelpchi,s0,noise_edges_uniform,pmp,train_on_variant,average_precision,False,0.10815393101095566,0.0009298146911806007,0.10646802618896482,0.11006458363024392,0.5407696550547783,0.004649073455903004,0.532340130944824,0.5503229181512196,3
yelpchi,s0,noise_edges_uniform,secgfd,train_on_variant,average_precision,False,0.09479157957262518,0.0007689462071216727,0.09342296830896665,0.096348299040609,0.4739578978631259,0.0038447310356083623,0.46711484154483324,0.481741495203045,3
yelpchi,s0,noise_edges_uniform,mlp,train_on_variant,f1_macro,False,0.13063686618530454,0.001058998014354407,0.12859581979803075,0.13267585034689955,0.6531843309265226,0.005294990071772035,0.6429790989901537,0.6633792517344977,3
yelpchi,s0,noise_edges_uniform,sage,train_on_variant,f1_macro,False,0.12360263549576207,0.0022103825625561383,0.11956629639652813,0.1280580985259377,0.6180131774788103,0.01105191281278069,0.5978314819826406,0.6402904926296884,3
yelpchi,s0,noise_edges_uniform,pmp,train_on_variant,f1_macro,False,0.142337286536691,0.00027797249689667536,0.14180663669653557,0.14285822673446785,0.711686432683455,0.0013898624844833768,0.7090331834826777,0.7142911336723391,3
yelpchi,s0,noise_edges_uniform,secgfd,train_on_variant,f1_macro,False,0.13833467876319094,0.000447323614292432,0.13752042823411975,0.13922377037134473,0.6916733938159547,0.0022366180714621584,0.6876021411705987,0.6961188518567236,3
