dataset_id,split_id,scenario_id,model_id,protocol,metric,oracle_labels,robustness_auc_mean,robustness_auc_std,robustness_auc_ci_lower,robustness_auc_ci_upper,robustness_avg_metric_mean,robustness_avg_metric_std,robustness_avg_metric_ci_lower,robustness_avg_metric_ci_upper,min_n_runs_per_severity
yelpchi,s0,camouflage_feature_oracle,mlp,train_clean_eval_all,f1_macro,True,0.1901498466252257,0.0014278715849910656,0.18739151955835806,0.19287426567218074,0.6338328220840856,0.004759571949970218,0.6246383985278602,0.6429142189072692,3
yelpchi,s0,camouflage_feature_oracle,sage,train_clean_eval_all,f1_macro,True,0.19470245875741682,0.00044716444332538536,0.1938428613017845,0.19559364594211778,0.6490081958580561,0.0014905481444179506,0.6461428710059484,0.6519788198070594,3
yelpchi,s0,camouflage_feature_oracle,pmp,train_clean_eval_all,f1_macro,True,0.20818010501718165,0.00024875661706997155,0.20769041059130772,0.20870938508175738,0.6939336833906056,0.0008291887235665708,0.6923013686376924,0.6956979502725246,3
yelpchi,s0,camouflage_feature_oracle,secgfd,train_clean_eval_all,f1_macro,True,0.19993019379416005,0.0002883779498078853,0.19937983281030047,0.20052013756867706,0.6664339793138668,0.0009612598326929504,0.6645994427010016,0.6684004585622568,3
yelpchi,s0,camouflage_relation_oracle,mlp,train_clean_eval_all,roc_auc,True,0.23438119901680854,0.001940017183535165,0.23064251793915666,0.23811028844090715,0.7812706633893618,0.006466723945117217,0.7688083931305222,0.7937009614696905,3
yelpchi,s0,camouflage_relation_oracle,sage,train_clean_eval_all,roc_auc,True,0.23760358312937516,0.0005255342022574966,0.23664880476569336,0.23859207980116412,0.7920119437645838,0.0017517806741916544,0.788829349218978,0.7953069326705471,3
yelpchi,s0,camouflage_relation_oracle,pmp,train_clean_eval_all,roc_auc,True,0.25480430963389855,0.0002370482074585737,0.2543347192420924,0.25526331210797315,0.8493476987796619,0.000790160691528578,0.8477823974736414,0.8508777070265773,3
yelpchi,s0,camouflage_relation_oracle,secgfd,train_clean_eval_all,roc_auc,True,0.24414764355541396,0.000218168135515502,0.24371855592641015,0.24453155442770105,0.8138254785180465,0.000727227118385007,0.8123951864213672,0.8151051814256702,3
yelpchi,s0,camouflage_relation_oracle,mlp,train_clean_eval_all,average_precision,True,0.11981393765084285,0.003685234815723423,0.11271173414964372,0.1268875864497499,0.39937979216947617,0.01228411605241141,0.3757057804988124,0.42295862149916635,3
yelpchi,s0,camouflage_relation_oracle,sage,train_clean_eval_all,average_precision,True,0.12893718937943038,0.0010809010099111585,0.12694463293419614,0.1309123233079585,0.42979063126476796,0.003603003366370528,0.4231487764473205,0.43637441102652835,3
yelpchi,s0,camouflage_relation_oracle,pmp,train_clean_eval_all,average_precision,True,0.16999389390129582,0.001059019825497472,0.1678928941191816,0.17192685456682216,0.5666463130043194,0.0035300660849915725,0.559642980397272,0.5730895152227407,3
yelpchi,s0,camouflage_relation_oracle,secgfd,train_clean_eval_all,average_precision,True,0.14214164678746385,0.00019918028806973053,0.1417665451235737,0.1425200798812914,0.4738054892915462,0.0006639342935657691,0.4725551504119124,0.475066932937638,3
yelpchi,s0,camouflage_relation_oracle,mlp,train_clean_eval_all,f1_macro,True,0.19595529927795677,0.0015884970215316108,0.19289372969704613,0.19901377552034932,0.6531843309265226,0.005294990071772036,0.6429790989901539,0.6633792517344977,3
yelpchi,s0,camouflage_relation_oracle,sage,train_clean_eval_all,f1_macro,True,0.20123368546846832,0.0003935165764489616,0.20047732921080966,0.20203208983547546,0.6707789515615611,0.0013117219214965384,0.6682577640360322,0.673440299451585,3
yelpchi,s0,camouflage_relation_oracle,pmp,train_clean_eval_all,f1_macro,True,0.21560035901253788,0.00028769689843902857,0.21502159474951482,0.21611834608687322,0.7186678633751263,0.0009589896614634265,0.7167386491650494,0.7203944869562441,3
