dataset_id,scenario_id,model_id,protocol,metric,oracle_labels,robustness_auc_mean,robustness_auc_std,robustness_auc_ci_lower,robustness_auc_ci_upper,robustness_avg_metric_mean,robustness_avg_metric_std,robustness_avg_metric_ci_lower,robustness_avg_metric_ci_upper,n_splits
yelpchi,camouflage_feature_oracle,secgfd,train_on_variant,average_precision,True,0.1282913496842689,0.0,0.1282913496842689,0.1282913496842689,0.4276378322808963,0.0,0.4276378322808963,0.4276378322808963,1
yelpchi,camouflage_feature_oracle,secgfd,train_on_variant,f1_macro,True,0.19999671689787557,0.0,0.19999671689787557,0.19999671689787557,0.6666557229929186,0.0,0.6666557229929186,0.6666557229929186,1
yelpchi,camouflage_feature_oracle,secgfd,train_on_variant,roc_auc,True,0.2326206288177845,0.0,0.2326206288177845,0.2326206288177845,0.7754020960592817,0.0,0.7754020960592817,0.7754020960592817,1
yelpchi,camouflage_relation_oracle,mlp,train_clean_eval_all,average_precision,True,0.11981393765084285,0.0,0.11981393765084285,0.11981393765084285,0.39937979216947617,0.0,0.39937979216947617,0.39937979216947617,1
yelpchi,camouflage_relation_oracle,mlp,train_clean_eval_all,f1_macro,True,0.19595529927795677,0.0,0.19595529927795677,0.19595529927795677,0.6531843309265226,0.0,0.6531843309265226,0.6531843309265226,1
yelpchi,camouflage_relation_oracle,mlp,train_clean_eval_all,roc_auc,True,0.23438119901680854,0.0,0.23438119901680854,0.23438119901680854,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,1
yelpchi,camouflage_relation_oracle,mlp,train_on_variant,average_precision,True,0.11981393765084285,0.0,0.11981393765084285,0.11981393765084285,0.39937979216947617,0.0,0.39937979216947617,0.39937979216947617,1
yelpchi,camouflage_relation_oracle,mlp,train_on_variant,f1_macro,True,0.19595529927795677,0.0,0.19595529927795677,0.19595529927795677,0.6531843309265226,0.0,0.6531843309265226,0.6531843309265226,1
yelpchi,camouflage_relation_oracle,mlp,train_on_variant,roc_auc,True,0.23438119901680854,0.0,0.23438119901680854,0.23438119901680854,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,1
yelpchi,camouflage_relation_oracle,pmp,train_clean_eval_all,average_precision,True,0.16999389390129582,0.0,0.16999389390129582,0.16999389390129582,0.5666463130043194,0.0,0.5666463130043194,0.5666463130043194,1
yelpchi,camouflage_relation_oracle,pmp,train_clean_eval_all,f1_macro,True,0.21560035901253788,0.0,0.21560035901253788,0.21560035901253788,0.7186678633751263,0.0,0.7186678633751263,0.7186678633751263,1
yelpchi,camouflage_relation_oracle,pmp,train_clean_eval_all,roc_auc,True,0.25480430963389855,0.0,0.25480430963389855,0.25480430963389855,0.8493476987796619,0.0,0.8493476987796619,0.8493476987796619,1
yelpchi,camouflage_relation_oracle,pmp,train_on_variant,average_precision,True,0.16704338075824188,0.0,0.16704338075824188,0.16704338075824188,0.5568112691941396,0.0,0.5568112691941396,0.5568112691941396,1
yelpchi,camouflage_relation_oracle,pmp,train_on_variant,f1_macro,True,0.2156432413276493,0.0,0.2156432413276493,0.2156432413276493,0.7188108044254977,0.0,0.7188108044254977,0.7188108044254977,1
yelpchi,camouflage_relation_oracle,pmp,train_on_variant,roc_auc,True,0.2540902283034174,0.0,0.2540902283034174,0.2540902283034174,0.846967427678058,0.0,0.846967427678058,0.846967427678058,1
yelpchi,camouflage_relation_oracle,sage,train_clean_eval_all,average_precision,True,0.12893718937943038,0.0,0.12893718937943038,0.12893718937943038,0.42979063126476796,0.0,0.42979063126476796,0.42979063126476796,1
