experiment_name,dataset_id,split_id,scenario_id,severity,graph_seed,model_id,protocol,n_runs,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std,f1_macro_mean,f1_macro_std
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.15,0,mlp,train_clean_eval_all,5,0.7530477868092735,0.019901560585599914,0.377863742026781,0.03597470458017985,0.6430603910907157,0.01642999911706794
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.15,0,pmp,train_clean_eval_all,5,0.8095828201031745,0.003967990203853289,0.5074979314546625,0.01567143063148806,0.6952666573382801,0.0019851393272457313
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.15,0,sage,train_clean_eval_all,5,0.758903657965383,0.004776138607091063,0.3942174554517681,0.009841990445970594,0.6533431823859213,0.003197683627822426
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.15,0,secgfd,train_clean_eval_all,5,0.7675782655348671,0.01106607577574339,0.4146213064420504,0.025538388628837765,0.6601080324721493,0.011622221192773048
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.15,1,mlp,train_clean_eval_all,5,0.7411561622490762,0.017847347042791898,0.36473813977313585,0.034748347622171584,0.6353194058549281,0.014600321444941932
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.15,1,pmp,train_clean_eval_all,5,0.7979497749346013,0.003660804448383018,0.49619788470456844,0.016342778084943162,0.6910305621919534,0.003150020576791951
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.15,1,sage,train_clean_eval_all,5,0.7460674866534751,0.004571474222509388,0.3798041255153292,0.00923069288624151,0.6458732245006552,0.003612692807369115
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.15,1,secgfd,train_clean_eval_all,5,0.7541718894822372,0.010326416515341906,0.4003668301768695,0.024629417160853546,0.6539723672032699,0.011462950339110961
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.3,0,mlp,train_clean_eval_all,5,0.7079432950862532,0.01561578394325573,0.3311786801382653,0.03090242049202975,0.6187923475508205,0.015113618174373972
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.3,0,pmp,train_clean_eval_all,5,0.7658958940570997,0.0058221410565106185,0.44453591603064807,0.015800050452519206,0.6667097229916052,0.003346511470575423
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.3,0,sage,train_clean_eval_all,5,0.7137154074615535,0.0044048987448101744,0.34373328064125724,0.007662490397386578,0.6298621588083512,0.0020975622602485886
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.3,0,secgfd,train_clean_eval_all,5,0.7208817424341744,0.009464150377641692,0.3609921072102073,0.018510677072615982,0.6353990300608261,0.010599735004225177
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.3,1,mlp,train_clean_eval_all,5,0.6975879024156372,0.015089611257873073,0.31944442421921765,0.028558426824797103,0.6146398081096252,0.012524777512769585
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.3,1,pmp,train_clean_eval_all,5,0.7563004091422552,0.005089350076866479,0.43278099085556204,0.014869735730580941,0.6618013914989711,0.0015259708991169367
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.3,1,sage,train_clean_eval_all,5,0.7029574300355501,0.004612595392768595,0.3299915562272821,0.008804092980199608,0.6217210885036465,0.0028333740039704473
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_feature_oracle,0.3,1,secgfd,train_clean_eval_all,5,0.7108632928262619,0.009837839760931628,0.35052283130910405,0.021602442835898707,0.6309185810754431,0.011034787964492063
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_relation_oracle,0.15,0,mlp,train_clean_eval_all,5,0.7874991091518592,0.022067852245887656,0.4112434812803547,0.04204684441298214,0.658264313977317,0.01810777845313724
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_relation_oracle,0.15,0,pmp,train_clean_eval_all,5,0.8424692867002755,0.003557951733102845,0.5497419674485475,0.017240613485000555,0.7144688840423247,0.0042791438372632865
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_relation_oracle,0.15,0,sage,train_clean_eval_all,5,0.7902796034077466,0.005664874820447476,0.4254526116873891,0.012092326291485107,0.6692534802406528,0.003692946709201713
gfd_robustness_benchmark_v4_factorial,yelpchi,r40_s0,camouflage_relation_oracle,0.15,0,secgfd,train_clean_eval_all,5,0.8048221062012939,0.013142739248453474,0.4544844640621772,0.028063185152720188,0.6799111009462147,0.013475894421840093
